brand,model,name,year,unique__id,price,number_images,body_type,km,vehicle_engine,preprocessed_brand,preprocessed_model,preprocessed_body_type,preprocessed_price,preprocessed_km,preprocessed_vehicle_engine,text_content
Yamaha,MT-07 LAMS,2016 Yamaha MT-07 LAMS,2016,aed3f3bdd91d88b62f62f915fc5c3eae9dd8a4fcf6a03094e3d23a88279d8d89,7250,5,Naked,18000.0,655,yamaha,mt-07 lam,nake,7250,18000.0,655,yamaha yamaha nake 7250 18000.0 655
Yamaha,MT-07 LAMS,2015 Yamaha MT-07 LAMS,2015,1482bd4e7b1243a9543e86cca7371b4dc8087da2e7e33e7ac2cb070bb3911020,6990,16,Naked,13172.0,655,yamaha,mt-07 lam,nake,6990,13172.0,655,yamaha yamaha nake 6990 13172.0 655
Yamaha,MT-07 LAMS,2015 Yamaha MT-07 LAMS,2015,aaa1f1a5ad25d597e162d28959c92f8b854a167815bde90cfdec90d35d625b25,8000,2,Naked,3000.0,655,yamaha,mt-07 lam,nake,8000,3000.0,655,yamaha yamaha nake 8000 3000.0 655
Yamaha,MT-07 LAMS,2016 Yamaha MT-07 LAMS,2016,798f8a2d75cfca96dce914c859818e6c5b7584f3973746060f48a1158c44cdde,8299,5,Naked,7500.0,655,yamaha,mt-07 lam,nake,8299,7500.0,655,yamaha yamaha nake 8299 7500.0 655
Yamaha,MT-07 LAMS,2016 Yamaha MT-07 LAMS,2016,688291924e027e9bfdec3efb9a8841b5ce8968bac0a78940a805505a9e218b22,9190,30,Naked,246.0,655,yamaha,mt-07 lam,nake,9190,246.0,655,yamaha yamaha nake 9190 246.0 655
Yamaha,MT-07 LAMS,2014 Yamaha MT-07 LAMS MY15,2014,75cafd62e869c56fcf745c46db66f4bc158e11fe6b08b70d70e583f563589c81,7500,7,Naked,11000.0,655,yamaha,mt-07 lam,nake,7500,11000.0,655,yamaha yamaha nake 7500 11000.0 655
Yamaha,MT-07 LAMS,2015 Yamaha MT-07 LAMS MY16,2015,65fb1b191e20b57d8c152643fff5f21d70f479e918c2ba818ad9a6e66bbcc780,8499,23,Naked,1729.0,655,yamaha,mt-07 lam,nake,8499,1729.0,655,yamaha yamaha nake 8499 1729.0 655
Yamaha,MT-07 LAMS,2017 Yamaha MT-07 LAMS,2017,7fa38087738bf385d37a39106b55c3ab273495ae963b6e18374c97d4262b7472,8500,8,Naked,8354.0,655,yamaha,mt-07 lam,nake,8500,8354.0,655,yamaha yamaha nake 8500 8354.0 655
Yamaha,MT-07 LAMS,2017 Yamaha MT-07 LAMS,2017,319417b6207785dcffa0217eff17b0bfca51ab4c353415af2695643d93a3d5fb,8188,18,Naked,2788.0,655,yamaha,mt-07 lam,nake,8188,2788.0,655,yamaha yamaha nake 8188 2788.0 655
Yamaha,MT-07 LAMS,2017 Yamaha MT-07 LAMS,2017,cb483cc6fc21cca65f1c91bf5492be394316a9d5736fa10f4025aa881b6e49dc,10000,4,Naked,300.0,655,yamaha,mt-07 lam,nake,10000,300.0,655,yamaha yamaha nake 10000 300.0 655
Yamaha,MT-07 LAMS,2015 Yamaha MT-07 LAMS MY16,2015,57eb795c2a9adb4adef96661427f6dddbdd9dd10681ecb414a3e4d1cc00c1104,8490,0,Naked,9200.0,655,yamaha,mt-07 lam,nake,8490,9200.0,655,yamaha yamaha nake 8490 9200.0 655
Yamaha,MT-07 LAMS,2015 Yamaha MT-07 LAMS,2015,70f0cbc38a9d136276a17f7cbc54843746f0946b0aa907d702f69fe555b80bf2,7600,6,Naked,8014.0,655,yamaha,mt-07 lam,nake,7600,8014.0,655,yamaha yamaha nake 7600 8014.0 655
Yamaha,MT-07 LAMS,2014 Yamaha MT-07 LAMS MY15,2014,52be7248270e955c730302f40220a7f5875175aa874aa0d67051fd642db8c1e8,8290,35,Naked,28212.0,655,yamaha,mt-07 lam,nake,8290,28212.0,655,yamaha yamaha nake 8290 28212.0 655
Yamaha,MT-07 LAMS,2014 Yamaha MT-07 LAMS MY15,2014,fdaf149ed8782540768c912784de8b1e971eac0c7ae383aac9934ea4e30b5948,6990,6,Naked,12500.0,655,yamaha,mt-07 lam,nake,6990,12500.0,655,yamaha yamaha nake 6990 12500.0 655
Yamaha,MT-07 LAMS,2016 Yamaha MT-07 LAMS,2016,7e2691fccfe219a89f11841a052ed6fb37f1d97e4413d3d3f34126d52e4f276c,8499,23,Naked,2556.0,655,yamaha,mt-07 lam,nake,8499,2556.0,655,yamaha yamaha nake 8499 2556.0 655
Yamaha,MT-07 LAMS,2016 Yamaha MT-07 LAMS,2016,6282acdc411aa1c06a4dee52a34dd7affd1ccf6bdaed42b9e2fca6ec1ad9e1e2,8990,7,Naked,3813.0,655,yamaha,mt-07 lam,nake,8990,3813.0,655,yamaha yamaha nake 8990 3813.0 655
Yamaha,XSR700 (MTM660LA),2017 Yamaha XSR700 (MTM660LA),2017,05441c78f34167a0ed259b85d10b26e8d89b9e518153e4b2dce1aa2643eeaec5,25990,17,Naked,1199.0,655,yamaha,xsr700 ( mtm660la ),nake,25990,1199.0,655,yamaha yamaha nake 25990 1199.0 655
Yamaha,XSR700 (MTM660LA),2017 Yamaha XSR700 (MTM660LA),2017,2b7fca4aca8d8ad131a069cb0e3fe578ffdea2e33d38260fa79916be1cd5e964,11500,4,Naked,8500.0,655,yamaha,xsr700 ( mtm660la ),nake,11500,8500.0,655,yamaha yamaha nake 11500 8500.0 655
Ducati,Monster 659,2011 Ducati Monster 659 MY12,2011,9c77df5156013ee20f2df28d961acbb650e4e3af40ffaeb978f10ad1ed0ef9b9,8990,20,Naked,22514.0,659,ducati,monster 659,nake,8990,22514.0,659,ducati ducati nake 8990 22514.0 659
Ducati,Monster 659 ABS,2014 Ducati Monster 659 ABS,2014,be1bde28016664d7861f3cdb2beb76e56fbee7a161c9b07c5280034288c2c49a,9000,10,Naked,3500.0,659,ducati,monster 659 ab,nake,9000,3500.0,659,ducati ducati nake 9000 3500.0 659
Ducati,Monster 659 ABS,2012 Ducati Monster 659 ABS,2012,96142a6072a237586c7f9fa6a98450bfc2378ee67134936249517f1cd6fc2ab3,7900,5,Naked,9642.0,659,ducati,monster 659 ab,nake,7900,9642.0,659,ducati ducati nake 7900 9642.0 659
Ducati,Monster 659 ABS,2012 Ducati Monster 659 ABS,2012,c27fcc8a7159c13b4846ae84bf5793f48c63c3bb9eecc037fa9aee0abe33b2d5,8000,5,Naked,14950.0,659,ducati,monster 659 ab,nake,8000,14950.0,659,ducati ducati nake 8000 14950.0 659
Ducati,Monster 659 ABS,2012 Ducati Monster 659 ABS,2012,be463d3d5701fa4f0728b4072d959628a8f0d180e319492096703198b0287d71,8490,27,Naked,29161.0,659,ducati,monster 659 ab,nake,8490,29161.0,659,ducati ducati nake 8490 29161.0 659
Ducati,Monster 659 ABS,2014 Ducati Monster 659 ABS,2014,2eef93003d85faad3954983df67ee974a57f755b8fbdf471b4cebde42ddee821,8150,11,Naked,25682.0,659,ducati,monster 659 ab,nake,8150,25682.0,659,ducati ducati nake 8150 25682.0 659
Ducati,Monster 659 ABS,2014 Ducati Monster 659 ABS,2014,dd7b67e09709dfa93b6534f09ee50e4f97259a306bd2a57f843b8f9501853c27,9000,11,Naked,11545.0,659,ducati,monster 659 ab,nake,9000,11545.0,659,ducati ducati nake 9000 11545.0 659
Ducati,Monster 659 ABS,2013 Ducati Monster 659 ABS,2013,bd1e1e389e5d000ff0e2d0a06c92512323eb88d4380dd8452a63c5a46c67f97b,8500,7,Naked,25000.0,659,ducati,monster 659 ab,nake,8500,25000.0,659,ducati ducati nake 8500 25000.0 659
Ducati,Monster 659 ABS,2012 Ducati Monster 659 ABS,2012,6f33a1ef739330c0fb7691d71446b6b6a830defdef14db0941ae21e2aec7618b,8400,12,Naked,15000.0,659,ducati,monster 659 ab,nake,8400,15000.0,659,ducati ducati nake 8400 15000.0 659
Ducati,Monster 659 ABS,2013 Ducati Monster 659 ABS,2013,b6958d72c6b2f633db8baf0fdd2249d948885a19b2442bfb613dca37851b4af5,5500,5,Naked,34500.0,659,ducati,monster 659 ab,nake,5500,34500.0,659,ducati ducati nake 5500 34500.0 659
Ducati,Monster 659 ABS,2012 Ducati Monster 659 ABS,2012,fcbd5ee124a79696e8c0133ee613376e454a1d66cb96a954e2cc0e92ba9c701a,9890,21,Naked,15803.0,659,ducati,monster 659 ab,nake,9890,15803.0,659,ducati ducati nake 9890 15803.0 659
Ducati,Monster 659 ABS,2011 Ducati Monster 659 ABS MY12,2011,9599157b8d3ee4886858e031f262b07a1ef9fce07d51cda1cd8c0b3bc44883b5,7000,5,Naked,4337.0,659,ducati,monster 659 ab,nake,7000,4337.0,659,ducati ducati nake 7000 4337.0 659
Ducati,Monster 659 ABS,2014 Ducati Monster 659 ABS,2014,eecba9bb6410363bc000ce3f64f4da59f608a73c0b9ec20399987fb1e3fe0e20,8200,7,Naked,13300.0,659,ducati,monster 659 ab,nake,8200,13300.0,659,ducati ducati nake 8200 13300.0 659
Ducati,Monster 659 ABS,2011 Ducati Monster 659 ABS MY12,2011,493fcff625efdc5e4dd2ceb9231a42a01d3f027cc0dda5913d53b3fe014b8e99,8990,21,Naked,16632.0,659,ducati,monster 659 ab,nake,8990,16632.0,659,ducati ducati nake 8990 16632.0 659
Ducati,Monster 659 ABS,2014 Ducati Monster 659 ABS,2014,f55c31cbf145b570e631f9dea27bf925ced3f329628243ffa140423a476cb588,9900,12,Naked,13503.0,659,ducati,monster 659 ab,nake,9900,13503.0,659,ducati ducati nake 9900 13503.0 659
Ducati,Monster 659 ABS,2014 Ducati Monster 659 ABS,2014,4b2e36fdc55356005da00ed9d4c7f8e7156f7e46588421572c0c59516b49cf65,8500,7,Naked,11627.0,659,ducati,monster 659 ab,nake,8500,11627.0,659,ducati ducati nake 8500 11627.0 659
Ducati,Monster 659 ABS,2013 Ducati Monster 659 ABS,2013,8ef0e889c5b79ee836c72ebc150886580450782fe3899d3c176d6962dfe837c2,8500,6,Naked,15000.0,659,ducati,monster 659 ab,nake,8500,15000.0,659,ducati ducati nake 8500 15000.0 659
Ducati,Monster 659 ABS,2012 Ducati Monster 659 ABS,2012,43530ea6489dfd66bf0153249546ef1d66265d14e1b48ef1871e7e67727047de,8000,6,Naked,13128.0,659,ducati,monster 659 ab,nake,8000,13128.0,659,ducati ducati nake 8000 13128.0 659
Ducati,Monster 659 ABS,2011 Ducati Monster 659 ABS MY12,2011,8313e757fa092126a61fe6e1343619985bab40b82b80242e5f6f441f791eff2b,8500,10,Naked,31793.0,659,ducati,monster 659 ab,nake,8500,31793.0,659,ducati ducati nake 8500 31793.0 659
Yamaha,Tenere (XT660Z),2010 Yamaha Tenere (XT660Z),2010,d2f4819a456def420e28f1385338c233888119344c0957aa65f1509896e3594f,6500,4,Adventure Touring,15000.0,659,yamaha,tener ( xt660z ),adventur tour,6500,15000.0,659,yamaha yamaha adventur tour 6500 15000.0 659
Yamaha,Tenere (XT660Z),2009 Yamaha Tenere (XT660Z),2009,1d6c1c996366ea8fa595d317272961d054a379746a4e5e999e5a5bc79a580dbd,6300,9,Adventure Touring,30593.0,659,yamaha,tener ( xt660z ),adventur tour,6300,30593.0,659,yamaha yamaha adventur tour 6300 30593.0 659
Yamaha,SZR660,1999 Yamaha SZR660,1999,2c7c3ace54045cad33d946d432ebf83cf06c37b2f49676d9e025bf1f90d4b654,1999,14,Naked,26247.0,660,yamaha,szr660,nake,1999,26247.0,660,yamaha yamaha nake 1999 26247.0 660
Yamaha,XT660R,2010 Yamaha XT660R,2010,57d615afb26ef072d5f088ea8fce54fe8af6c1effd756ba46b0af6366520be7e,7500,8,Trail,17879.0,660,yamaha,xt660r,trail,7500,17879.0,660,yamaha yamaha trail 7500 17879.0 660
Yamaha,XT660R,2008 Yamaha XT660R,2008,341b7cec1c09325d5cb2b8b33fbaa1dd42f47fd5fed844a69b3ab2de457d1357,6950,11,Trail,13400.0,660,yamaha,xt660r,trail,6950,13400.0,660,yamaha yamaha trail 6950 13400.0 660
Yamaha,MT-03 (660),2013 Yamaha MT-03 (660),2013,1cd73f97313c63b075eee1ef3be61e7045ebde17552d73ab5b0e89c8acc882a2,5500,7,Naked,9400.0,660,yamaha,mt-03 ( 660 ),nake,5500,9400.0,660,yamaha yamaha nake 5500 9400.0 660
Yamaha,Tenere (XT660Z),2017 Yamaha Tenere (XT660Z) MY16,2017,aad58aec974054762cdb947a895438afc12fe12b6479aaadf45ac848b9867584,10000,9,Adventure Touring,2127.0,660,yamaha,tener ( xt660z ),adventur tour,10000,2127.0,660,yamaha yamaha adventur tour 10000 2127.0 660
Yamaha,Tenere (XT660Z),2014 Yamaha Tenere (XT660Z),2014,b54211d6d08c31751c36816c7b65972afd3c586c97525b1940f7e46f6c0ae100,10000,7,Adventure Touring,11081.0,660,yamaha,tener ( xt660z ),adventur tour,10000,11081.0,660,yamaha yamaha adventur tour 10000 11081.0 660
Yamaha,Tenere (XT660Z),2017 Yamaha Tenere (XT660Z) MY16,2017,8a1a21801bec105d465908a1cba33884d3bba8b1e69b0c8f01a079739b2c0a6c,13289,9,Adventure Touring,,660,yamaha,tener ( xt660z ),adventur tour,13289,,660,yamaha yamaha adventur tour 13289 nan 660
Yamaha,Tenere (XT660Z),2012 Yamaha Tenere (XT660Z),2012,4f5ef3bebe625424cba3ddc4793ce39074c35b1d8c2a1d4fa8ad9818aa45b286,8999,6,Adventure Touring,6100.0,660,yamaha,tener ( xt660z ),adventur tour,8999,6100.0,660,yamaha yamaha adventur tour 8999 6100.0 660
Triumph,Street Triple S 660 LAMS,2018 Triumph Street Triple S 660 LAMS,2018,41991c803a92a483d086c371429c20d00e9c5cc839cd3884fa1a8ff0ccf5d5e0,10499,13,Naked,4300.0,660,triumph,street tripl 660 lam,nake,10499,4300.0,660,triumph triumph nake 10499 4300.0 660
Triumph,Street Triple S 660 LAMS,2018 Triumph Street Triple S 660 LAMS,2018,1ea94fad3457f640747892a3c9bec92443534b12167dc63278807241f3abe030,11495,7,Naked,1617.0,660,triumph,street tripl 660 lam,nake,11495,1617.0,660,triumph triumph nake 11495 1617.0 660
Triumph,Street Triple S 660 LAMS,2018 Triumph Street Triple S 660 LAMS,2018,563921ba39e87ddbcb92df89ec3528ab97b7e0fbded9a8f5d8a359fa48366adf,14690,19,Naked,27.0,660,triumph,street tripl 660 lam,nake,14690,27.0,660,triumph triumph nake 14690 27.0 660
Triumph,Street Triple 660 ABS LAMS,2016 Triumph Street Triple 660 ABS LAMS,2016,ce7762a266897e257b8e291a15096b58d83b531a6d1c2c298d4fefc94f9145c9,9499,8,Naked,11025.0,660,triumph,street tripl 660 ab lam,nake,9499,11025.0,660,triumph triumph nake 9499 11025.0 660
Triumph,Street Triple 660 ABS LAMS,2015 Triumph Street Triple 660 ABS LAMS,2015,87976885b9d06fb1c84d98406eff2ff81ab4ce58238ec057c0bb1d89fc7f2c33,7900,6,Naked,22000.0,660,triumph,street tripl 660 ab lam,nake,7900,22000.0,660,triumph triumph nake 7900 22000.0 660
Triumph,Street Triple 660 ABS LAMS,2014 Triumph Street Triple 660 ABS LAMS MY15,2014,68ce4f0702235a3cd40dc3ed18e9fc3634f1501eab7ac2819558d1950bece3aa,8990,4,Naked,16700.0,660,triumph,street tripl 660 ab lam,nake,8990,16700.0,660,triumph triumph nake 8990 16700.0 660
Triumph,Street Triple 660 ABS LAMS,2016 Triumph Street Triple 660 ABS LAMS,2016,865854ce840396923ced9d6e89f024b31dab43bc2fc272a3a23534ab8e1f53d3,8000,6,Naked,40000.0,660,triumph,street tripl 660 ab lam,nake,8000,40000.0,660,triumph triumph nake 8000 40000.0 660
Honda,NC700SA,2013 Honda NC700SA,2013,c7d979650f5e920e774cc07e8eb5ac38e43e36e1cd582eba4b58e78002276908,5490,39,Naked,33707.0,670,honda,nc700sa,nake,5490,33707.0,670,honda honda nake 5490 33707.0 670
Honda,Integra (NC700),2012 Honda Integra (NC700),2012,983ea6de953b8024fd12547d236a67505d7b806b637fa1146f54161a0d8f1c23,7500,13,Scooters,10495.0,670,honda,integra ( nc700 ),scooter,7500,10495.0,670,honda honda scooter 7500 10495.0 670
Honda,Integra (NC700),2012 Honda Integra (NC700),2012,944b604edc4c3601820d44135aee6f80c2587a9264315827db0b4a2425ce36ac,5500,13,Scooters,56790.0,670,honda,integra ( nc700 ),scooter,5500,56790.0,670,honda honda scooter 5500 56790.0 670
MV Agusta,F3 675 RC,2016 MV Agusta F3 675 RC,2016,6b60da8e7352bf7ec9b6947bae91ec6008968f1146a8994699efe3a584376b7f,21990,7,Super Sport,773.0,675,mv agusta,f3 675 rc,super sport,21990,773.0,675,mv agusta mv agusta super sport 21990 773.0 675
MV Agusta,F3 675 EAS,2012 MV Agusta F3 675 EAS,2012,cc0e58e8fe11f17757a07e9cef48ab981c424ddeac8b22bc481a5d1f948e369e,10500,9,Super Sport,14500.0,675,mv agusta,f3 675 ea,super sport,10500,14500.0,675,mv agusta mv agusta super sport 10500 14500.0 675
MV Agusta,Brutale 675,2012 MV Agusta Brutale 675,2012,79cd0a17e7a747b3d284eaf1f68ffc5d7b49470088ebd8070c4c43bc6f3337f6,10000,6,Naked,7100.0,675,mv agusta,brutal 675,nake,10000,7100.0,675,mv agusta mv agusta nake 10000 7100.0 675
Triumph,Daytona 675,2013 Triumph Daytona 675 MY14,2013,403ea95a5ce8a18d7add20326168a7779dc9339b2c25165db507740c04437ca0,9500,6,Super Sport,35337.0,675,triumph,daytona 675,super sport,9500,35337.0,675,triumph triumph super sport 9500 35337.0 675
Triumph,Daytona 675,2013 Triumph Daytona 675,2013,044ec115432dbbda9182279183d77031f7a17f540149db098c3be1f04bf74cdc,8499,12,Super Sport,22500.0,675,triumph,daytona 675,super sport,8499,22500.0,675,triumph triumph super sport 8499 22500.0 675
Triumph,Daytona 675,2008 Triumph Daytona 675,2008,6de66bd3f4c1eeda3d4a568d7e267eb76b6fe9a21568bc623e2f2e5d8e5380b9,6500,8,Super Sport,44000.0,675,triumph,daytona 675,super sport,6500,44000.0,675,triumph triumph super sport 6500 44000.0 675
Triumph,Daytona 675,2011 Triumph Daytona 675,2011,a43b74e260e6ca650991739cab6f55ba317b1cb4f9acbee7e99280e0d06eb6c0,9000,7,Super Sport,13630.0,675,triumph,daytona 675,super sport,9000,13630.0,675,triumph triumph super sport 9000 13630.0 675
Kawasaki,W650 (EJ650),2007 Kawasaki W650 (EJ650),2007,e0419773d908874ae9f11fd0b1f9430529a8c7b032e21b8bc7833abfbdee4ce6,32999,24,Naked,26000.0,675,kawasaki,w650 ( ej650 ),nake,32999,26000.0,675,kawasaki kawasaki nake 32999 26000.0 675
Kawasaki,W650 (EJ650),1999 Kawasaki W650 (EJ650),1999,cdc0f95db42510592dc36a288116948e5736bcd585c6a4a1df483e54b361d5ff,6990,7,Naked,46400.0,675,kawasaki,w650 ( ej650 ),nake,6990,46400.0,675,kawasaki kawasaki nake 6990 46400.0 675
Kawasaki,W650 (EJ650),2001 Kawasaki W650 (EJ650),2001,7c6f381a5ea570169443abb36c9b188970ad59696eeba6ca493b62a68916e09e,7990,8,Naked,12400.0,675,kawasaki,w650 ( ej650 ),nake,7990,12400.0,675,kawasaki kawasaki nake 7990 12400.0 675
Kawasaki,W650 (EJ650),2003 Kawasaki W650 (EJ650),2003,a3e559a2f06e30d60e1ce7d26bb3e906fe488001da5cc160bda46c64b694dee6,8490,20,Naked,25659.0,675,kawasaki,w650 ( ej650 ),nake,8490,25659.0,675,kawasaki kawasaki nake 8490 25659.0 675
Kawasaki,W650 (EJ650),2003 Kawasaki W650 (EJ650),2003,9c8e0e65970241b545ad475a1e87d016c93811faee9bd5457b7eb65020d1c0f1,9990,18,Naked,36715.0,675,kawasaki,w650 ( ej650 ),nake,9990,36715.0,675,kawasaki kawasaki nake 9990 36715.0 675
Triumph,Daytona 675 R,2013 Triumph Daytona 675 R,2013,9bd8ee0e5897c690846a5a8ff44c786ae6d0d0bb368c081a051a1531d953c962,13500,12,Super Sport,5310.0,675,triumph,daytona 675 r,super sport,13500,5310.0,675,triumph triumph super sport 13500 5310.0 675
Triumph,Daytona 675 R,2014 Triumph Daytona 675 R,2014,249db9c9139da6a61603526313e22dd0e6ac05f1b5f7baede1a2170a0cb07c50,11500,20,Super Sport,6750.0,675,triumph,daytona 675 r,super sport,11500,6750.0,675,triumph triumph super sport 11500 6750.0 675
Triumph,Daytona 675 R,2013 Triumph Daytona 675 R MY14,2013,6de3033799b3ecc021ba680c529e7e7e55af1560abaf3b0da5fb799586b0708f,11300,11,Super Sport,21000.0,675,triumph,daytona 675 r,super sport,11300,21000.0,675,triumph triumph super sport 11300 21000.0 675
Triumph,Daytona 675 R,2013 Triumph Daytona 675 R MY14,2013,e00c18a7da3225f3e68b790c06514c52f7b93ba560e86c77679108a674174f9c,11990,10,Super Sport,10663.0,675,triumph,daytona 675 r,super sport,11990,10663.0,675,triumph triumph super sport 11990 10663.0 675
MV Agusta,Brutale 675 EAS,2013 MV Agusta Brutale 675 EAS,2013,8f208c9d8774d757bf6599abb8d4bf53cef34e00d64c2c55212ea70d53e1420f,9500,19,Naked,15000.0,675,mv agusta,brutal 675 ea,nake,9500,15000.0,675,mv agusta mv agusta nake 9500 15000.0 675
Triumph,Daytona 675 ABS,2016 Triumph Daytona 675 ABS,2016,615ea4fdf450fa66dfdb2a9effb0bbf441cee103990b8f08da1c77d608ea6c86,9500,9,Super Sport,13000.0,675,triumph,daytona 675 ab,super sport,9500,13000.0,675,triumph triumph super sport 9500 13000.0 675
Triumph,Daytona 675 ABS,2013 Triumph Daytona 675 ABS MY14,2013,88c06865927b615e70c032ea82494195dffb002615e5a237486fc586b85f5403,8500,9,Super Sport,15550.0,675,triumph,daytona 675 ab,super sport,8500,15550.0,675,triumph triumph super sport 8500 15550.0 675
Triumph,Daytona 675 ABS,2015 Triumph Daytona 675 ABS,2015,fe5f528603f8032f91dd0a790532ccd8671de9a6d15028a101bb68450d031310,11750,14,Super Sport,2107.0,675,triumph,daytona 675 ab,super sport,11750,2107.0,675,triumph triumph super sport 11750 2107.0 675
Triumph,Street Triple R,2009 Triumph Street Triple R,2009,fe993512478aace7b03975797852be688f82101cf5b6b7540b7575e6e732ebeb,6400,13,Naked,31683.0,675,triumph,street tripl r,nake,6400,31683.0,675,triumph triumph nake 6400 31683.0 675
Triumph,Street Triple R,2012 Triumph Street Triple R,2012,d7623de9e28c76c8dc0acf11ad93715c1ad5c165ccc99656811631d6a90fe32c,7600,8,Naked,35000.0,675,triumph,street tripl r,nake,7600,35000.0,675,triumph triumph nake 7600 35000.0 675
Triumph,Street Triple R,2012 Triumph Street Triple R,2012,3db1bda1f0c9a845b6493addfc79c68cb28f91f6089223449905e37bf7e312e9,6900,6,Naked,20984.0,675,triumph,street tripl r,nake,6900,20984.0,675,triumph triumph nake 6900 20984.0 675
Triumph,Street Triple R,2009 Triumph Street Triple R,2009,e1af6148c699dc6bbb8e6a466fb0314bdc55c35d1163466f578163b402d133ff,7850,6,Naked,12747.0,675,triumph,street tripl r,nake,7850,12747.0,675,triumph triumph nake 7850 12747.0 675
Triumph,Street Triple R,2012 Triumph Street Triple R MY13,2012,ecbc4c446a082a28f82768c48e51221c8419c3dc5c22bc06d6a30740859e076d,7500,20,Naked,42853.0,675,triumph,street tripl r,nake,7500,42853.0,675,triumph triumph nake 7500 42853.0 675
Triumph,Street Triple R,2009 Triumph Street Triple R,2009,96c4694fd351d310b7d5b1818350a930e041ffb7d7177d94e154823b2dabd73f,5300,8,Naked,70000.0,675,triumph,street tripl r,nake,5300,70000.0,675,triumph triumph nake 5300 70000.0 675
Triumph,Street Triple R,2013 Triumph Street Triple R,2013,32945fc772abbc11ef477838adc2ddf5c73a8867b648556a75f38f5664d48572,8990,26,Naked,33902.0,675,triumph,street tripl r,nake,8990,33902.0,675,triumph triumph nake 8990 33902.0 675
Triumph,Street Triple R,2010 Triumph Street Triple R,2010,b5ce5641facc4eab03fdee2f421bbd135e9358eef8d8b592c54d65798330cc7c,8000,2,Naked,3000.0,675,triumph,street tripl r,nake,8000,3000.0,675,triumph triumph nake 8000 3000.0 675
Triumph,Street Triple R,2013 Triumph Street Triple R,2013,44046cc4efa1fccbb5d760cd34d2ecbfc551b3a189bd7379f1206f1b16d64982,8500,8,Naked,32313.0,675,triumph,street tripl r,nake,8500,32313.0,675,triumph triumph nake 8500 32313.0 675
Triumph,Street Triple R,2009 Triumph Street Triple R,2009,65d1b0248a7b778bcc78c99c83f569a9a256adc84eef1a9081d7761b50725f71,7800,10,Naked,16148.0,675,triumph,street tripl r,nake,7800,16148.0,675,triumph triumph nake 7800 16148.0 675
Triumph,Street Triple R,2012 Triumph Street Triple R MY13,2012,ec62e44506728e1ad3e7e8260e0dc022c626a700cac9046f9bc3bc225ceb63a1,7500,6,Naked,18000.0,675,triumph,street tripl r,nake,7500,18000.0,675,triumph triumph nake 7500 18000.0 675
Triumph,Street Triple 675,2012 Triumph Street Triple 675 MY13,2012,0db3e6749abb986b146dadb597b9f35ff0efefe4be8c82d241cb76643cd66c8f,6999,4,Naked,27300.0,675,triumph,street tripl 675,nake,6999,27300.0,675,triumph triumph nake 6999 27300.0 675
Triumph,Street Triple 675,2009 Triumph Street Triple 675 MY10,2009,477cd13594e97ddacfec0ccc9fc7b0e4c1775c5ccc449d9672b9e69431d60b06,7000,8,Naked,13307.0,675,triumph,street tripl 675,nake,7000,13307.0,675,triumph triumph nake 7000 13307.0 675
Triumph,Street Triple 675,2008 Triumph Street Triple 675,2008,87c2c0b22327e15f19f4aa46dae6fb23d24a90fd9a81303f5ff007bc19b52d32,4895,19,Naked,41550.0,675,triumph,street tripl 675,nake,4895,41550.0,675,triumph triumph nake 4895 41550.0 675
Triumph,Street Triple 675,2012 Triumph Street Triple 675 MY13,2012,53fe9de5aa623a539249f9f84d226b276298068b21742b2bcef9daef75b0e446,6999,7,Naked,16200.0,675,triumph,street tripl 675,nake,6999,16200.0,675,triumph triumph nake 6999 16200.0 675
Triumph,Street Triple 675,2008 Triumph Street Triple 675,2008,a75b904d6d93015b6c62e49a31158fbc080c28da5b3422b13e72d654ffd59076,6200,5,Naked,7166.0,675,triumph,street tripl 675,nake,6200,7166.0,675,triumph triumph nake 6200 7166.0 675
Triumph,Street Triple 675,2011 Triumph Street Triple 675 MY12,2011,a04d014d93b9f16d1f9d3182255e2fdd94f5c8b10f3ea12159c60d059c750823,6490,8,Naked,28000.0,675,triumph,street tripl 675,nake,6490,28000.0,675,triumph triumph nake 6490 28000.0 675
Triumph,Street Triple 675,2011 Triumph Street Triple 675,2011,de7128090927ef910f0d5b92cca8d9ce99a2ff02ad97faefb313a0b4cf423366,7990,23,Naked,2075.0,675,triumph,street tripl 675,nake,7990,2075.0,675,triumph triumph nake 7990 2075.0 675
Triumph,Street Triple 675,2011 Triumph Street Triple 675 MY12,2011,f9f01637ffd3e8cc8df4384420e62fdce2036b6d078211d8e2c6aef5e142c5e4,6999,11,Naked,12600.0,675,triumph,street tripl 675,nake,6999,12600.0,675,triumph triumph nake 6999 12600.0 675
Triumph,Street Triple 675,2013 Triumph Street Triple 675 MY14,2013,13363c57f64b2dc276189b0cd60109ee80809503981acefa44f2e2880c1958fe,8000,1,Naked,28000.0,675,triumph,street tripl 675,nake,8000,28000.0,675,triumph triumph nake 8000 28000.0 675
Triumph,Street Triple 675,2010 Triumph Street Triple 675,2010,fcbba4057750e4f09aa1239be92223cde31c26e03ffc1a71216446739ae831ae,6000,7,Naked,13879.0,675,triumph,street tripl 675,nake,6000,13879.0,675,triumph triumph nake 6000 13879.0 675
