brand,model,name,year,unique__id,price,number_images,body_type,km,vehicle_engine,preprocessed_brand,preprocessed_model,preprocessed_body_type,preprocessed_price,preprocessed_km,preprocessed_vehicle_engine,text_content
BMW,G 310 R,2019 BMW G 310 R,2019,742540729f6cae0a0db62ad6715d8746d9605d4f805414388a1682ff93ca0487,6290,20,Naked,555.0,313,bmw,g 310 r,nake,6290,555.0,313,bmw bmw nake 6290 555.0 313
BMW,G 310 R,2017 BMW G 310 R,2017,d4624bc3f6b14db71bb2236683cbea048b2dca0a78d84a393d3c767310551574,5490,29,Naked,7922.0,313,bmw,g 310 r,nake,5490,7922.0,313,bmw bmw nake 5490 7922.0 313
BMW,G 310 R,2017 BMW G 310 R,2017,beddaca91bd4e971f823fbf50622e4f0d88bfa698ab6904a00c6294b4fa8e501,6490,16,Naked,1025.0,313,bmw,g 310 r,nake,6490,1025.0,313,bmw bmw nake 6490 1025.0 313
BMW,G 310 R,2017 BMW G 310 R,2017,df3f30412e2507bf1b8f6301ad82833f626985286f426449e8d5e9d9c530a03f,5400,3,Naked,747.0,313,bmw,g 310 r,nake,5400,747.0,313,bmw bmw nake 5400 747.0 313
BMW,G 310 R,2017 BMW G 310 R,2017,ef699129a5d6f8335a84f2630b9f1421c0fd9fa1bb13dd85d28ffd8f73f44322,5990,15,Naked,5050.0,313,bmw,g 310 r,nake,5990,5050.0,313,bmw bmw nake 5990 5050.0 313
BMW,G 310 R,2018 BMW G 310 R,2018,bbd482f4c312fa507fa3eaf08ec3af8efc31ca01592e7555857929388efd2bc5,5990,20,Naked,1002.0,313,bmw,g 310 r,nake,5990,1002.0,313,bmw bmw nake 5990 1002.0 313
BMW,G 310 R,2017 BMW G 310 R,2017,2d82f23bf0f781ae7b3232a32db45e0551da0284c631dcb5638a10c33c536138,5400,14,Naked,1168.0,313,bmw,g 310 r,nake,5400,1168.0,313,bmw bmw nake 5400 1168.0 313
BMW,G 310 R,2018 BMW G 310 R,2018,3b2daf490d7b03283c00022027ba2ec4bac370e066dc10931727711a21470bc5,5500,8,Naked,10000.0,313,bmw,g 310 r,nake,5500,10000.0,313,bmw bmw nake 5500 10000.0 313
Yamaha,YZF-R3,2016 Yamaha YZF-R3,2016,23fb3c70c2fe3de8d0b5a747ecd5d99420676ed74e10a2600d81584fd61198d4,4990,30,Super Sport,3222.0,321,yamaha,yzf-r3,super sport,4990,3222.0,321,yamaha yamaha super sport 4990 3222.0 321
Yamaha,YZF-R3,2015 Yamaha YZF-R3,2015,6314dd078dc1c0bbeb3db2ce2b3d4accbb619293f43ed5a771120b25a9dec343,5000,12,Super Sport,9039.0,321,yamaha,yzf-r3,super sport,5000,9039.0,321,yamaha yamaha super sport 5000 9039.0 321
Yamaha,YZF-R3,2018 Yamaha YZF-R3,2018,d6997cf06d765b4d2056463ec68737ae06928a1a94b4de18a015774675908dd5,7690,39,Super Sport,104.0,321,yamaha,yzf-r3,super sport,7690,104.0,321,yamaha yamaha super sport 7690 104.0 321
Yamaha,YZF-R3,2015 Yamaha YZF-R3,2015,cd22eeb0ee1cb7c0a02d4988a5a8e62cffc5503eff07a12fa4d2865af67483c9,5250,14,Super Sport,9500.0,321,yamaha,yzf-r3,super sport,5250,9500.0,321,yamaha yamaha super sport 5250 9500.0 321
Yamaha,YZF-R3,2015 Yamaha YZF-R3,2015,dd8eda199dd58835dd441cedd539fb1274590439112701fa92376d9e43dfc4b8,4999,6,Super Sport,400.0,321,yamaha,yzf-r3,super sport,4999,400.0,321,yamaha yamaha super sport 4999 400.0 321
Yamaha,YZF-R3,2016 Yamaha YZF-R3,2016,f5ff47b747762a66d2080d0cf3ad43f0c73437fa5baa9fcf3b1d972ef43c0d29,4750,14,Super Sport,4300.0,321,yamaha,yzf-r3,super sport,4750,4300.0,321,yamaha yamaha super sport 4750 4300.0 321
Yamaha,YZF-R3,2016 Yamaha YZF-R3,2016,8ffb2e0e448106f80d57a0884fc7ce72669bfe783fa0e17fc39f88535bfe338a,4799,11,Super Sport,7820.0,321,yamaha,yzf-r3,super sport,4799,7820.0,321,yamaha yamaha super sport 4799 7820.0 321
Yamaha,YZF-R3,2016 Yamaha YZF-R3,2016,c2c2e5b8a030caf38d3eae66f865d1c7666b7b02755bb594fe824b12d63ac7f0,4990,6,Super Sport,2100.0,321,yamaha,yzf-r3,super sport,4990,2100.0,321,yamaha yamaha super sport 4990 2100.0 321
Yamaha,YZF-R3,2015 Yamaha YZF-R3,2015,dc337cc8536c27eefe8eb59e3f49b009d44b20faf4e5812b81cb148722aaa248,4800,7,Super Sport,5000.0,321,yamaha,yzf-r3,super sport,4800,5000.0,321,yamaha yamaha super sport 4800 5000.0 321
Yamaha,YZF-R3,2017 Yamaha YZF-R3,2017,d6b89177b83e1a545b0a409bedbdf273d9974a3953dacaf6ef811c43f7d89ed0,5799,12,Super Sport,,321,yamaha,yzf-r3,super sport,5799,,321,yamaha yamaha super sport 5799 nan 321
Yamaha,YZF-R3,2017 Yamaha YZF-R3,2017,46ea41e928177afcd094e68cc6a07dcc65fbbd1f4acbfd0a70a490f12798edb7,5999,12,Super Sport,2393.0,321,yamaha,yzf-r3,super sport,5999,2393.0,321,yamaha yamaha super sport 5999 2393.0 321
Yamaha,YZF-R3,2016 Yamaha YZF-R3,2016,6ab3358ce05553f877b8e7885fbecdb4a12a1e4e26397b0c8e0c61fe1b88db0d,4500,7,Super Sport,11300.0,321,yamaha,yzf-r3,super sport,4500,11300.0,321,yamaha yamaha super sport 4500 11300.0 321
Yamaha,YZF-R3,2017 Yamaha YZF-R3,2017,ef1d9b849f5ae2f30952a332b6ab13e0133c28b64dd1272250af8d20437acd33,4500,11,Super Sport,1163.0,321,yamaha,yzf-r3,super sport,4500,1163.0,321,yamaha yamaha super sport 4500 1163.0 321
Yamaha,YZF-R3,2018 Yamaha YZF-R3 MY17,2018,91ba3add2994b192bf86ddbf1769eb3e04530804c8d10008a252d823d074d4ce,4990,6,Super Sport,3085.0,321,yamaha,yzf-r3,super sport,4990,3085.0,321,yamaha yamaha super sport 4990 3085.0 321
Yamaha,YZF-R3,2017 Yamaha YZF-R3,2017,3d8e01e691f9c83beccd700cf2f4abf56fc7d8190c7a1b5f19e4751e329633dc,4999,20,Super Sport,2872.0,321,yamaha,yzf-r3,super sport,4999,2872.0,321,yamaha yamaha super sport 4999 2872.0 321
Yamaha,YZF-R3,2016 Yamaha YZF-R3,2016,8f86089d1579117c94b9cf2e8c4c06e23e6e971ada59a6a20104b983c164ad68,5600,11,Super Sport,7004.0,321,yamaha,yzf-r3,super sport,5600,7004.0,321,yamaha yamaha super sport 5600 7004.0 321
Yamaha,YZF-R3,2016 Yamaha YZF-R3,2016,04aa04426325a35833583a84461118b0bb20f3fbe3aab9e4ef5b28aac969b0b7,4500,5,Super Sport,10300.0,321,yamaha,yzf-r3,super sport,4500,10300.0,321,yamaha yamaha super sport 4500 10300.0 321
Yamaha,MT-03 ABS 321 (MT03LA),2017 Yamaha MT-03 ABS 321 (MT03LA),2017,e4ba7f76cb1c2149649d72d7b7ae7eab20541659c7a57e0b5638dfd26d49f87d,4999,3,Naked,1300.0,321,yamaha,mt-03 ab 321 ( mt03la ),nake,4999,1300.0,321,yamaha yamaha nake 4999 1300.0 321
Yamaha,MT-03 ABS 321 (MT03LA),2017 Yamaha MT-03 ABS 321 (MT03LA),2017,98131c82980d13a15db22d10e01431e14bc4925eb053b4351dbf1c46aea556cc,5799,7,Naked,2073.0,321,yamaha,mt-03 ab 321 ( mt03la ),nake,5799,2073.0,321,yamaha yamaha nake 5799 2073.0 321
Yamaha,MT-03 ABS 321 (MT03LA),2016 Yamaha MT-03 ABS 321 (MT03LA),2016,1bf4f9d1926fcb16ab65528fe55fef919d9c717f6ab2f45c46d99fac68ede7ce,4999,7,Naked,2570.0,321,yamaha,mt-03 ab 321 ( mt03la ),nake,4999,2570.0,321,yamaha yamaha nake 4999 2570.0 321
Yamaha,MT-03 ABS 321 (MT03LA),2016 Yamaha MT-03 ABS 321 (MT03LA),2016,37b1f6151781aecd0e5dce20769c526e01bed0d99b492e97175a054115fc96d4,5499,11,Naked,3455.0,321,yamaha,mt-03 ab 321 ( mt03la ),nake,5499,3455.0,321,yamaha yamaha nake 5499 3455.0 321
Yamaha,MT-03 ABS 321 (MT03LA),2018 Yamaha MT-03 ABS 321 (MT03LA) MY17,2018,7f570e4945af8427446f57e1b5e40d76f1fe98db1ceaf4f9e97be6ff50871160,5990,21,Naked,3179.0,321,yamaha,mt-03 ab 321 ( mt03la ),nake,5990,3179.0,321,yamaha yamaha nake 5990 3179.0 321
Yamaha,MT-03 ABS 321 (MT03LA),2016 Yamaha MT-03 ABS 321 (MT03LA),2016,1a673e3710f99efbbfa2fa2148588288043eff28d1f0d1456da8313dea27bc40,5499,11,Naked,365.0,321,yamaha,mt-03 ab 321 ( mt03la ),nake,5499,365.0,321,yamaha yamaha nake 5499 365.0 321
Yamaha,YZF-R3 Movistar (YZF-R3ASP),2018 Yamaha YZF-R3 Movistar (YZF-R3ASP),2018,a1110df24168049cddecb00d8b074e966e71afc8d9c57f61ab009552268113da,5999,6,Super Sport,520.0,321,yamaha,yzf-r3 movistar ( yzf-r3asp ),super sport,5999,520.0,321,yamaha yamaha super sport 5999 520.0 321
Honda,SL350,1971 Honda SL350,1971,4084e3eae91a9239be3fbb8a6a86c2d4804f7bbf0906dca87bbe5c20e5fc7fe6,4500,6,Trail,30000.0,325,honda,sl350,trail,4500,30000.0,325,honda honda trail 4500 30000.0 325
Honda,CL350 Scrambler,1971 Honda CL350 Scrambler,1971,2f8fe9f37736a11b5efdb21ab3e5abe181ef8e4a40903418d3aa63ed48345fa0,4200,5,Adventure Touring,28000.0,325,honda,cl350 scrambler,adventur tour,4200,28000.0,325,honda honda adventur tour 4200 28000.0 325
Honda,CB350,1969 Honda CB350,1969,c5654c6ebfe8ba2e40d0ddfb860d7a7804826cc65ad8cecc131ab3d5a3b1c6c3,2500,0,Naked,14000.0,326,honda,cb350,nake,2500,14000.0,326,honda honda nake 2500 14000.0 326
Yamaha,R5,1972 Yamaha R5,1972,503a86826d1b0cb793844ef3a57f8a22ad7d19373376f66f4ca456953b6f181a,5990,15,Naked,25000.0,347,yamaha,r5,nake,5990,25000.0,347,yamaha yamaha nake 5990 25000.0 347
Jawa,350,1964 Jawa 350,1964,ce97bba9c5862eccbebf4529a7711b9da0e8fbd8d522ca4da850315f68b56e87,4800,8,Naked,16884.0,350,jawa,350,nake,4800,16884.0,350,jawa jawa nake 4800 16884.0 350
BMW,C 400 X,2019 BMW C 400 X,2019,d5056b107853cf0722e35c8a1bd97b386d9e79deb8be30b265b9df7b03cfb96e,12999,23,Scooters,1187.0,350,bmw,c 400 x,scooter,12999,1187.0,350,bmw bmw scooter 12999 1187.0 350
BMW,C 400 X ion,2018 BMW C 400 X ion MY19,2018,6938d15af2c7a892f1103ec3cd0e97f5eacfa05453a0f58f1f74f2b625bddda8,12590,20,Scooters,1001.0,350,bmw,c 400 x ion,scooter,12590,1001.0,350,bmw bmw scooter 12590 1001.0 350
Honda,CB360,1974 Honda CB360,1974,e13c8f0d6222a66ef9d6f9010e4448726fa4a20011b21cce2d5199c4582c679e,7999,7,Naked,,360,honda,cb360,nake,7999,,360,honda honda nake 7999 nan 360
KTM,RC 390,2015 KTM RC 390,2015,bbce13d33687d0d0498381ab4d64b5b6d61d979e712ead531b03799e714b0711,4500,2,Super Sport,445.0,373,ktm,rc 390,super sport,4500,445.0,373,ktm ktm super sport 4500 445.0 373
KTM,RC 390,2016 KTM RC 390,2016,ccdf56653646ed9cf92ccd12c515ceb139a778d009de720802074e7304906083,4700,11,Super Sport,10800.0,373,ktm,rc 390,super sport,4700,10800.0,373,ktm ktm super sport 4700 10800.0 373
KTM,RC 390,2016 KTM RC 390,2016,3e3499fa9b852d062591399beea20a73f74905535d8fc175f27d200b3af4a1e6,3990,3,Super Sport,12000.0,373,ktm,rc 390,super sport,3990,12000.0,373,ktm ktm super sport 3990 12000.0 373
KTM,RC 390,2018 KTM RC 390,2018,0cb81d5dec8950894df6ec5189e1d258f4ff6c454157fcb2c69829d4055871e3,5500,6,Super Sport,100.0,373,ktm,rc 390,super sport,5500,100.0,373,ktm ktm super sport 5500 100.0 373
KTM,RC 390,2018 KTM RC 390,2018,7114e94d8d20018c347a91e9bb263c10ab14bedd8165d3dfd209b9eec6165ccb,5995,9,Super Sport,,373,ktm,rc 390,super sport,5995,,373,ktm ktm super sport 5995 nan 373
KTM,RC 390,2017 KTM RC 390,2017,a44efc93f06f7bd955ba6dc9a30c508abc8b5dc2c7a7608f422eda6c7c866e72,5995,6,Super Sport,,373,ktm,rc 390,super sport,5995,,373,ktm ktm super sport 5995 nan 373
KTM,RC 390,2017 KTM RC 390,2017,b7a404dc7bac27b239bd6f238d62ada402a3436f1fd30aca4bcd6378930b47a3,4999,8,Super Sport,4169.0,373,ktm,rc 390,super sport,4999,4169.0,373,ktm ktm super sport 4999 4169.0 373
KTM,RC 390,2015 KTM RC 390,2015,003bd8c004d947e44cc1da4eeeb68b1927a174a63518617155e13f7b9fd5ff0f,3500,6,Super Sport,25722.0,373,ktm,rc 390,super sport,3500,25722.0,373,ktm ktm super sport 3500 25722.0 373
KTM,390 Duke,2017 KTM 390 Duke,2017,9645f7229991dc16aab369e415f0be08ac114f4ac4d83da75ed19aae69a2ffce,5990,14,Naked,175.0,373,ktm,390 duke,nake,5990,175.0,373,ktm ktm nake 5990 175.0 373
KTM,390 Duke,2017 KTM 390 Duke,2017,b4bb8fe8bd00ce2eac5f6cc6e81d633f0314a741edc54591dab93eb3618baf22,6490,48,Naked,150.0,373,ktm,390 duke,nake,6490,150.0,373,ktm ktm nake 6490 150.0 373
Husqvarna,VITPILEN 401,2018 Husqvarna VITPILEN 401,2018,d553d835d6cc9dc0155b6087147eb3204a317b888f21b4804e55615c31b29f5b,10990,27,Naked,70.0,373,husqvarna,vitpilen 401,nake,10990,70.0,373,husqvarna husqvarna nake 10990 70.0 373
Suzuki,Burgman 400 ABS (AN400A),2012 Suzuki Burgman 400 ABS (AN400A),2012,fc31ee1da692e968d7e8e79b216e25413bf657d550f08a0c4714429959842db1,7000,7,Scooters,13000.0,385,suzuki,burgman 400 ab ( an400a ),scooter,7000,13000.0,385,suzuki suzuki scooter 7000 13000.0 385
Honda,CB400T,1977 Honda CB400T,1977,296794b1c48d957abf48c0c0f14ad83ee212aee6e476b8641f26d2d65a605262,4000,10,Naked,55852.0,395,honda,cb400t,nake,4000,55852.0,395,honda honda nake 4000 55852.0 395
Sol Invictus Motorcycle Co.,Nemesis (XY400),2017 Sol Invictus Motorcycle Co. Nemesis (XY400),2017,6b8a1c0223b91beb20548e41512ffb94418a1708f3fa98f7d698df1409587add,5250,7,Naked,3385.0,397,sol invictu motorcycl co .,nemesi ( xy400 ),nake,5250,3385.0,397,sol invictu motorcycl co . sol invictu motorcycl co . nake 5250 3385.0 397
Ducati,400SS,1993 Ducati 400SS,1993,f89d37227e8c19b90030adde977c96e50af7aa5e2a8a51a0a2bea585b51f8154,3699,13,Super Sport,33318.0,398,ducati,400ss,super sport,3699,33318.0,398,ducati ducati super sport 3699 33318.0 398
Ducati,400SS,1995 Ducati 400SS,1995,51c50ec931f7edd15e46630baed3faf2640394296344092e08f9aa6b1fd3129c,5490,13,Super Sport,18748.0,398,ducati,400ss,super sport,5490,18748.0,398,ducati ducati super sport 5490 18748.0 398
Suzuki,GSR400,2007 Suzuki GSR400,2007,d04c9959c145da8ea1ccfa1849f6de1462bb4b06bca17bad422c174423220797,3000,6,Naked,60500.0,398,suzuki,gsr400,nake,3000,60500.0,398,suzuki suzuki nake 3000 60500.0 398
Kawasaki,Z400 / KZ400,1976 Kawasaki Z400 / KZ400,1976,78e2b757f642fa01e17166c6ce7e8bace744e75ea0fdca2d05f02469b9698f30,5000,5,Naked,5273.0,398,kawasaki,z400 / kz400,nake,5000,5273.0,398,kawasaki kawasaki nake 5000 5273.0 398
Ducati,Monster 400 S I.E,2002 Ducati Monster 400 S I.E,2002,dd8178c4125f6f382b37268cfb1ef31ede9472e05f3a49c07104e1080b3ef0c8,4900,7,Naked,35000.0,398,ducati,monster 400 i.e,nake,4900,35000.0,398,ducati ducati nake 4900 35000.0 398
Honda,CB400,2008 Honda CB400,2008,25c7a97dc8db0bea0cdbc96ebd950f20e73f974fd6ae001226f5a15a56cf3286,4500,5,Naked,32000.0,399,honda,cb400,nake,4500,32000.0,399,honda honda nake 4500 32000.0 399
Honda,CB400,2010 Honda CB400,2010,c491627fe4af84d2a85f3d318684b2fea676c3921bb314af665b5d865b5ee7f1,5990,11,Naked,23751.0,399,honda,cb400,nake,5990,23751.0,399,honda honda nake 5990 23751.0 399
Honda,CB400,2009 Honda CB400,2009,b68297ff147bf48e5bd75f92b769284afba92ebd74f647b7ccf5d926ec72af33,4700,8,Naked,60291.0,399,honda,cb400,nake,4700,60291.0,399,honda honda nake 4700 60291.0 399
Honda,CB400,2008 Honda CB400,2008,6b199a33ee05ae495bbe426573f0e41ccb7354e2af29cd3b3458fe9cf58542d5,5190,20,Naked,40194.0,399,honda,cb400,nake,5190,40194.0,399,honda honda nake 5190 40194.0 399
Honda,CB400,2011 Honda CB400 MY10,2011,76d333072c40cd3a0db8dedc4f9047b90056dcb6e2b8a29e48c47d731d8f5914,6990,11,Naked,11342.0,399,honda,cb400,nake,6990,11342.0,399,honda honda nake 6990 11342.0 399
Honda,CB400,2011 Honda CB400,2011,6c087a1b723fc2e75b298d31abe5c2dda1ebe5d774e79d7a1da3d76847dfaa98,6800,5,Naked,16745.0,399,honda,cb400,nake,6800,16745.0,399,honda honda nake 6800 16745.0 399
Honda,CB400,2011 Honda CB400 MY10,2011,08e3fe6132b18ca8e8f003c3d30cd06989eda57c907225538bca117ebbfb12b2,6099,15,Naked,18225.0,399,honda,cb400,nake,6099,18225.0,399,honda honda nake 6099 18225.0 399
Honda,CB400,2011 Honda CB400,2011,1241256ad4eecbed3c72e6434deb061ed81ee3a91360493164b06c51dbf721b4,6990,10,Naked,9000.0,399,honda,cb400,nake,6990,9000.0,399,honda honda nake 6990 9000.0 399
Yamaha,SR400,1988 Yamaha SR400,1988,618998d49b5a2c9639f16758ceafaf8de488b381eb3461a59ae8b99773c54f48,9000,2,Naked,33333.0,399,yamaha,sr400,nake,9000,33333.0,399,yamaha yamaha nake 9000 33333.0 399
Yamaha,SR400,1996 Yamaha SR400,1996,0b24f9cd637c06e923bff5d0d7e61781d94f005e59ed5a3f07689dcbb60554fe,6950,9,Naked,32000.0,399,yamaha,sr400,nake,6950,32000.0,399,yamaha yamaha nake 6950 32000.0 399
Yamaha,SR400,2011 Yamaha SR400,2011,582e9834ef53c546a3bcfe0bd84381ef01428f3d92ef8ab9cd43bfdeb2c24467,7000,9,Naked,28000.0,399,yamaha,sr400,nake,7000,28000.0,399,yamaha yamaha nake 7000 28000.0 399
Yamaha,SR400,1985 Yamaha SR400,1985,8e62c718aaf30fd08af27ee124af805672bd6830d9e33ae5a945e803a7419501,5000,6,Naked,6100.0,399,yamaha,sr400,nake,5000,6100.0,399,yamaha yamaha nake 5000 6100.0 399
Yamaha,SR400,1985 Yamaha SR400,1985,97f407e91249d38202703fa26c46370268931d5fec71c4dafbc4969e11654247,5500,5,Naked,5003.0,399,yamaha,sr400,nake,5500,5003.0,399,yamaha yamaha nake 5500 5003.0 399
Yamaha,SR400,2003 Yamaha SR400,2003,bdfd89da13d9399ff95f0e086f6570ac3039c77d3331633947d1b30ebdeb2d41,4999,15,Naked,9744.0,399,yamaha,sr400,nake,4999,9744.0,399,yamaha yamaha nake 4999 9744.0 399
Yamaha,SR400,2006 Yamaha SR400,2006,89f318072629c4de3ddb737f45d97f14e40989da277975f18cf3d83ecd4c3574,12999,22,Naked,350.0,399,yamaha,sr400,nake,12999,350.0,399,yamaha yamaha nake 12999 350.0 399
Yamaha,SR400,2004 Yamaha SR400,2004,868cfdf06e2a92b43df8409495745e199157bd21785dc9d7c455a949ff446b03,4999,10,Naked,3469.0,399,yamaha,sr400,nake,4999,3469.0,399,yamaha yamaha nake 4999 3469.0 399
Yamaha,SR400,1988 Yamaha SR400,1988,f48828ca9ae7d551058c4488bfc9cb28a01a49d9ac90df20fde2b1e9eec1c120,5600,11,Naked,15000.0,399,yamaha,sr400,nake,5600,15000.0,399,yamaha yamaha nake 5600 15000.0 399
Yamaha,SR400,1987 Yamaha SR400,1987,b8882eb255e433a4f7c75d913a36806640dcf75f42e4f1b4dd2ffe6aaa11e7a3,8400,10,Naked,11415.0,399,yamaha,sr400,nake,8400,11415.0,399,yamaha yamaha nake 8400 11415.0 399
Yamaha,SR400,2014 Yamaha SR400,2014,680d9b2e873bcbbed4d2cc28d6d1daa6323d0b2e1e2cbf28181afada9ab99d11,6300,15,Naked,20000.0,399,yamaha,sr400,nake,6300,20000.0,399,yamaha yamaha nake 6300 20000.0 399
Yamaha,SR400,2014 Yamaha SR400,2014,3d19571f364e68de7213b5ea2f0092bf8df161da4acfe05c8dd51626f46d4b4a,6500,6,Naked,2000.0,399,yamaha,sr400,nake,6500,2000.0,399,yamaha yamaha nake 6500 2000.0 399
Yamaha,SR400,2006 Yamaha SR400,2006,65ead9c0fc87c8ad1ad8a3c87c9d7a2a55e900daa8356ca80b018d4eb3ba458b,6900,12,Naked,14113.0,399,yamaha,sr400,nake,6900,14113.0,399,yamaha yamaha nake 6900 14113.0 399
Honda,VFR400,1991 Honda VFR400,1991,37f563a50e5042bd031c5e5a4eff7de8d3f377c4c9e13721340ac122d6ecb841,7500,6,Super Sport,54190.0,399,honda,vfr400,super sport,7500,54190.0,399,honda honda super sport 7500 54190.0 399
Honda,GB400 TT,1985 Honda GB400 TT,1985,120bfde9e9c5fc3774cee9f3968c7a2000640f19b1b433592c56ea3e5ea01a26,4500,9,Naked,38000.0,399,honda,gb400 tt,nake,4500,38000.0,399,honda honda nake 4500 38000.0 399
Honda,CB400 ABS,2015 Honda CB400 ABS,2015,7660864269604407c420bd8d9e2f8cf67046f8ad0e52990d45ff741b7cf42edf,7500,9,Naked,11500.0,399,honda,cb400 ab,nake,7500,11500.0,399,honda honda nake 7500 11500.0 399
Honda,CB400 ABS,2014 Honda CB400 ABS,2014,0a6aba020a6d982066faa7ffefb82df293226c1d56bcead1df68c66b83cc7016,7800,7,Naked,10419.0,399,honda,cb400 ab,nake,7800,10419.0,399,honda honda nake 7800 10419.0 399
Honda,RVF400 (NC35),1996 Honda RVF400 (NC35),1996,9f50e7a7eb9c4faea961389e084afc8b9314d89080d93a5522845587cbb01efc,6500,6,Super Sport,17200.0,399,honda,rvf400 ( nc35 ),super sport,6500,17200.0,399,honda honda super sport 6500 17200.0 399
Ducati,Scrambler SIXTY2,2017 Ducati Scrambler SIXTY2,2017,ce46e93df5fdab2306d7c96eb6a301cb25937d9292b7ed655a0b15a93a0c369a,9000,6,Naked,10850.0,399,ducati,scrambler sixty2,nake,9000,10850.0,399,ducati ducati nake 9000 10850.0 399
Ducati,Scrambler SIXTY2,2016 Ducati Scrambler SIXTY2,2016,b96428ae1dac9d5e37197e4b3e6f65bd6ef316a2afabbda81834db5bad21a576,9250,5,Naked,3563.0,399,ducati,scrambler sixty2,nake,9250,3563.0,399,ducati ducati nake 9250 3563.0 399
Ducati,Scrambler SIXTY2,2018 Ducati Scrambler SIXTY2,2018,a55ef5638274fd0b5be52163356792b670f2b860c3db5f53c5ec91c843dccb91,11990,7,Naked,400.0,399,ducati,scrambler sixty2,nake,11990,400.0,399,ducati ducati nake 11990 400.0 399
Ducati,Scrambler SIXTY2,2016 Ducati Scrambler SIXTY2,2016,2065515567104c9f25b9eaad0eff741fa8d131de6e64deb5ee670cc96850ce8a,10250,2,Naked,650.0,399,ducati,scrambler sixty2,nake,10250,650.0,399,ducati ducati nake 10250 650.0 399
Ducati,Scrambler SIXTY2,2018 Ducati Scrambler SIXTY2,2018,0d54da27ea36933fa7186276196b4376a65372c757ef10dea78a630507f5e813,9000,3,Naked,3400.0,399,ducati,scrambler sixty2,nake,9000,3400.0,399,ducati ducati nake 9000 3400.0 399
Ducati,Scrambler SIXTY2,2016 Ducati Scrambler SIXTY2,2016,0a06f7662502a8d4c22d34427c23ce9bc23399349aef9f1df3e7eba0cf705e20,9250,7,Naked,5164.0,399,ducati,scrambler sixty2,nake,9250,5164.0,399,ducati ducati nake 9250 5164.0 399
Kawasaki,Ninja 400 (EX400G),2018 Kawasaki Ninja 400 (EX400G),2018,0768c3a0a436743bad7dac429972b54b6111f36c4b0d023a4b5522f5830f4706,6890,21,Super Sport,143.0,399,kawasaki,ninja 400 ( ex400g ),super sport,6890,143.0,399,kawasaki kawasaki super sport 6890 143.0 399
Kawasaki,Ninja 400 (EX400G),2018 Kawasaki Ninja 400 (EX400G),2018,c73c9f0a4448c6a2ec99b6eaa5633012601745f72764984ffaa5dff0550bdde2,7490,21,Super Sport,,399,kawasaki,ninja 400 ( ex400g ),super sport,7490,,399,kawasaki kawasaki super sport 7490 nan 399
Kawasaki,Ninja 400 (EX400G),2018 Kawasaki Ninja 400 (EX400G),2018,70a25b13dde50c297c64d0d1dc0d2f9fb050997e2d73000211f9f26f1e368fa2,7490,22,Super Sport,100.0,399,kawasaki,ninja 400 ( ex400g ),super sport,7490,100.0,399,kawasaki kawasaki super sport 7490 100.0 399
Deus Ex Machina,Yamaha SR400 Street Tracker,2010 Deus Ex Machina Yamaha SR400 Street Tracker,2010,bea2740ecebaf18a95e6b8f3f3d7c1759a0601ec604f7df4c9129b2e9420da0f,8500,4,Naked,6095.0,399,deu ex machina,yamaha sr400 street tracker,nake,8500,6095.0,399,deu ex machina deu ex machina nake 8500 6095.0 399
Kawasaki,Ninja 400 KRT Edition (EX400G),2018 Kawasaki Ninja 400 KRT Edition (EX400G),2018,1bcc2437157fbd0a79e432c54e6a53806cad2a6d32430915140e6d6b651c3e8b,6890,29,Super Sport,4238.0,399,kawasaki,ninja 400 krt edit ( ex400g ),super sport,6890,4238.0,399,kawasaki kawasaki super sport 6890 4238.0 399
Kawasaki,Ninja 400 KRT Edition (EX400G),2018 Kawasaki Ninja 400 KRT Edition (EX400G),2018,fb8df7b4edf17131a200f53e20772bc79042d09882b570fd5743de883a55a2d4,6990,29,Super Sport,100.0,399,kawasaki,ninja 400 krt edit ( ex400g ),super sport,6990,100.0,399,kawasaki kawasaki super sport 6990 100.0 399
Kawasaki,Ninja 400 KRT Edition (EX400G),2018 Kawasaki Ninja 400 KRT Edition (EX400G),2018,18c65a1691bf646cee6559b46b03d0a03f21332170b10ec776ebdbd9e956eb35,7746,21,Super Sport,,399,kawasaki,ninja 400 krt edit ( ex400g ),super sport,7746,,399,kawasaki kawasaki super sport 7746 nan 399
Kawasaki,Ninja 400 KRT Edition (EX400G),2018 Kawasaki Ninja 400 KRT Edition (EX400G),2018,9422b8ee32e6aabc3e49696a71a012430f6db8c79881e9bfc95b90a95304ac53,6990,20,Super Sport,100.0,399,kawasaki,ninja 400 krt edit ( ex400g ),super sport,6990,100.0,399,kawasaki kawasaki super sport 6990 100.0 399
Kawasaki,Ninja 400 Special Edition (EX400G),2018 Kawasaki Ninja 400 Special Edition (EX400G),2018,cfb303376d6ea86e99ef47d0dd5f7948eaa4fd6b025fd661d08cc91e0b153fbb,7699,3,Super Sport,,399,kawasaki,ninja 400 special edit ( ex400g ),super sport,7699,,399,kawasaki kawasaki super sport 7699 nan 399
Kawasaki,W400,2009 Kawasaki W400,2009,066835b136feb3a49f659a25a989ad352c87684eace5f8be9056ac94598fcc30,6250,9,Naked,7423.0,400,kawasaki,w400,nake,6250,7423.0,400,kawasaki kawasaki nake 6250 7423.0 400
