brand,model,name,year,unique__id,price,number_images,body_type,km,vehicle_engine
Honda,CBR1000RR FireBlade,2016 Honda CBR1000RR FireBlade,2016,b54c1666efe64bbc3f272fa543320eaa60737a623346f4d7640c0ccb363bea25,13000,15,Super Sport,11186,999
Honda,CBR1000RR FireBlade,2015 Honda CBR1000RR FireBlade,2015,10d22c7bbc2f3e6503e7fed50d55df3e551251c21708199298d51c8051725104,13690,20,Super Sport,9638,999
Honda,CBR1000RR FireBlade,2012 Honda CBR1000RR FireBlade,2012,bcf1f14d0e3e4ff44955a06f5697a7c0760fe1b8a3cdedb263f850b8c29a17b1,11290,20,Super Sport,11715,999
Honda,CBR1000RR FireBlade,2016 Honda CBR1000RR FireBlade,2016,5b1f9728d695ddec6c137453eb0d627a7a34ca730a30c489d0c1167558400d6e,13990,23,Super Sport,17590,999
Honda,CBR1000RR FireBlade,2014 Honda CBR1000RR FireBlade,2014,fc879cda0fa2a368f0d9fbfde7a299e61e245a75074f6ed369ed7801b770f6b1,12990,20,Super Sport,17396,999
Honda,CBR1000RR FireBlade,2013 Honda CBR1000RR FireBlade,2013,717cee7246e1ca3101e30e21fb810bf543630eaeb3e1252b94daccf60675c329,12250,11,Super Sport,8529,999
Aprilia,RSV4 Factory APRC ABS,2014 Aprilia RSV4 Factory APRC ABS,2014,935f0bceb7dac7b0c083a0f47c912eb86200014a154f96390e9f1f8a66b9e17f,16800,5,Super Sport,14000,999
Honda,CBR1000RR SP Fireblade,2014 Honda CBR1000RR SP Fireblade,2014,7ea9291b0778c4e26c346900dea0c34a84f7b5061d60bca5f7dfeb7769fb5994,14000,15,Super Sport,28245,999
Honda,CBR1000RR SP Fireblade,2017 Honda CBR1000RR SP Fireblade,2017,921f43cba60b809f0d135e9a1c9cc3423328b2666f3f5ca1891bb8119030acee,18900,6,Super Sport,4800,999
Honda,CBR1000RR SP Fireblade,2017 Honda CBR1000RR SP Fireblade,2017,ffc9417880501fc1e72723b5a8e7124313fe24703637cc634792ab0d42a58b19,23900,6,Super Sport,1700,999
Honda,CBR1000RRA ABS Fireblade,2017 Honda CBR1000RRA ABS Fireblade,2017,b75487a1677e3b5767b0b85fdc598510d4f9f36c62a08ccf6cf2430d9c9ceb25,17290,24,Super Sport,100,999
Honda,CBR1000RRA ABS Fireblade,2017 Honda CBR1000RRA ABS Fireblade,2017,2216b19a725afc6bfb247f829870c050ad66e2151fd26c958498aa486eab4ca2,16990,20,Super Sport,291,999
Honda,CBR1000RRA ABS Fireblade,2017 Honda CBR1000RRA ABS Fireblade,2017,e7ceb8a640d7dfececa44f953b6cd0de08065c27021ff44ec91c64235ce074e4,14990,20,Super Sport,11577,999
Honda,CBR1000RRA ABS Fireblade,2014 Honda CBR1000RRA ABS Fireblade,2014,f94a3e52b35ef86c44d3a0632cc9b0857801e7cb712bd038cbd57eb2ad198ca5,13290,20,Super Sport,7711,999
Suzuki,GSX-R1000 Limited Edition MotoGP,2008 Suzuki GSX-R1000 Limited Edition MotoGP,2008,4fa4fca7cde1b8a3c3a245866361b0a1edc05de2c41651a731040164a6e99b0c,9500,7,Super Sport,12857,999
Suzuki,GSX-R1000 30th Anniversary Edition,2016 Suzuki GSX-R1000 30th Anniversary Edition,2016,c0b6f415f7f02018ab24d6e3134e69d3d590736d10a3a098764a0f2c4789295f,12000,6,Super Sport,1600,999
Harley-Davidson,EL Knucklehead,1941 Harley-Davidson EL Knucklehead,1941,8fa772775ada8020f20d5388fac46fff21fbec23d28692fa954e8baaf88aa068,35000,9,Vintage,1,1000
Harley-Davidson,EL Knucklehead,1940 Harley-Davidson EL Knucklehead,1940,f6e5710caede685338cafdf123eb4a2efb0a36ab3f016beacdf4284f58f031a0,65000,14,Vintage,400,1000
Kawasaki,Z1000 A,1977 Kawasaki Z1000 A,1977,d4a23d76e29b2a20f7f398b4cdcfee9154039ae8cb5bfa4eebf1faaae3b967e7,11500,5,Naked,36500,1015
Suzuki,V-Strom 1000XT (DL1000XA),2017 Suzuki V-Strom 1000XT (DL1000XA) MY18,2017,f1a3ae6cbab18a32ea63293f3eed7fd9413a51a9e381e91d4f0b01d405b66e89,13500,15,Adventure Touring,2747,1037
Suzuki,V-Strom 1000 ABS (DL1000A),2014 Suzuki V-Strom 1000 ABS (DL1000A),2014,331b15e69674fd9be6bb3431b81acafca9b0b0e27b6e0a015cd4f1a8f440fa9a,8300,8,Adventure Sport,28818,1037
Suzuki,V-Strom 1000 ABS (DL1000A),2018 Suzuki V-Strom 1000 ABS (DL1000A),2018,2e120d3a34e2e2ae5e760107f17323e8e96648f646b64c275824da1a24430fcf,13490,20,Adventure Sport,5103,1037
Suzuki,V-Strom 1000 ABS (DL1000A),2015 Suzuki V-Strom 1000 ABS (DL1000A),2015,3b78b964b343c597275728170dfe4d89be3dd7c5466ca9ce949033c528a7f92c,11290,18,Adventure Sport,17420,1037
Suzuki,V-Strom 1000 ABS (DL1000A),2015 Suzuki V-Strom 1000 ABS (DL1000A),2015,88cdf499e499ca4765e053e07c3a98edae5613beeadd37a84c7c7d739af6b159,13490,28,Adventure Sport,11012,1037
Suzuki,V-Strom 1000 ABS (DL1000A),2018 Suzuki V-Strom 1000 ABS (DL1000A),2018,f3369dad96f98bfd89e0b33c6f9313890cc9198d6930541ad658e048ab75b2ea,15995,20,Adventure Sport,3100,1037
Suzuki,V-Strom 1000 ABS (DL1000A),2015 Suzuki V-Strom 1000 ABS (DL1000A),2015,f63c37e648eae98adeae8b22439322c43c9ac93795c097b047f93bd4341f542e,12500,7,Adventure Sport,14614,1037
Suzuki,V-Strom 1000 ABS (DL1000A),2018 Suzuki V-Strom 1000 ABS (DL1000A),2018,34ab060284d7996cba478648f9a5d210c5d7e3de70b2db1b603755f7ca197ab6,12500,13,Adventure Sport,2700,1037
Kawasaki,Z1000 ABS,2010 Kawasaki Z1000 ABS MY11,2010,496b53b6ff4ba399132f1290aea42619cc49d89e51dd173905426bfdc61bf0fb,8000,9,Naked,30000,1043
Kawasaki,Z1000 ABS,2018 Kawasaki Z1000 ABS,2018,5c3c6631b3853673b64dbae17c34418635ff81640a54bb746782f9d998c1dc6a,14888,12,Naked,10,1043
Kawasaki,Z1000 ABS,2010 Kawasaki Z1000 ABS MY11,2010,ee5e3b2855ff746b4fe79e2f89359b1ce62bf455909f7c392fce309fe110656b,8500,9,Naked,28103,1043
Kawasaki,Z1000 ABS,2010 Kawasaki Z1000 ABS,2010,27e6825da1ba599015dc99eeb548493f5b3a2fff21323ca51cb9d38049e71d86,6990,21,Naked,49975,1043
Kawasaki,Z1000 ABS,2013 Kawasaki Z1000 ABS,2013,8ace5d39a69913dc2c0e7afc9da881e820c0a5ae9e5b2cf54327dfea862bbf04,9990,21,Naked,29433,1043
Kawasaki,Z1000 ABS,2016 Kawasaki Z1000 ABS MY17,2016,a3e61b50661b3cb34ec284cf9adc3ec988a143f296867a07e29d8dfa4377f6d5,12490,25,Naked,11117,1043
Kawasaki,Z1000 ABS,2016 Kawasaki Z1000 ABS MY17,2016,87c840514b2eeb52bed2070f7f168d68c71dcdfd9ff7d375b2d4adf748c4bbd4,11500,4,Naked,6000,1043
Kawasaki,Z1000 ABS,2012 Kawasaki Z1000 ABS,2012,63047d5c4d7ac67f3e77016971753f531db2d49171ceaec1a5f053acc1d3c6c3,9990,32,Naked,32295,1043
Kawasaki,Z1000 ABS,2013 Kawasaki Z1000 ABS,2013,91407c6e1006baa91694e62cf84231c777c5cb8f62b2bb4f659c7a04a9f2e8de,9500,7,Naked,7552,1043
Kawasaki,Ninja 1000 ABS,2011 Kawasaki Ninja 1000 ABS,2011,ddf9576fc82995741d7ff4138fe940937105d41e9a9af2527aefc0b234d7cf9c,8490,28,Sport Touring,26157,1043
Kawasaki,Ninja 1000 ABS,2012 Kawasaki Ninja 1000 ABS MY13,2012,b876ad2777b4640dc152e8a09653d634bf5876847e6ce97c007121989d0171e9,7990,20,Sport Touring,26770,1043
Kawasaki,Ninja 1000 ABS,2015 Kawasaki Ninja 1000 ABS MY16,2015,8b2ad28650ac52d5a370fa3798562bfd6661aa1fb54ffb48825ea1c4fc1fff4e,9499,10,Sport Touring,25222,1043
Kawasaki,Ninja 1000 ABS,2016 Kawasaki Ninja 1000 ABS,2016,1d4433d70025376037de4024c9931442196962e8a0b91bfdad8fefc26baa2f72,10990,9,Sport Touring,22756,1043
Kawasaki,Ninja 1000 ABS,2013 Kawasaki Ninja 1000 ABS,2013,b8d9b359996653f85351286f9a0c3ad1b2e1cfa316e65920f7697d71eacf08ac,9500,8,Sport Touring,7552,1043
Kawasaki,Ninja 1000 ABS,2011 Kawasaki Ninja 1000 ABS,2011,e445d612deee5b11547bea28d741e8094b75d60e2e30b4bb1e0f64f08b5a2dd3,7490,5,Sport Touring,40000,1043
Kawasaki,Ninja 1000 ABS,2015 Kawasaki Ninja 1000 ABS,2015,e0a7d95b298d11f57d2ff0fce73153fc7c5d7ebb3eab5db113bee9ae3017e43a,10490,33,Sport Touring,2505,1043
Kawasaki,Ninja 1000 ABS,2018 Kawasaki Ninja 1000 ABS MY19,2018,9c588c5aab4f4e6b01cfbac0a90a3635d153beb47e2378a6f2a6d9746fe39f95,15990,30,Sport Touring,100,1043
Kawasaki,Ninja 1000 ABS,2017 Kawasaki Ninja 1000 ABS MY18,2017,2c147acc33545e713c22b2b170575a8e42599a99a2eb665de021d216bead4cc7,13990,15,Sport Touring,22025,1043
Kawasaki,Ninja 1000 ABS,2018 Kawasaki Ninja 1000 ABS MY19,2018,0fc489d29903087ffc312b4a0d58a7d2cb33d81d34089f680577c439ee6ee3d9,15388,15,Sport Touring,49,1043
Kawasaki,Ninja 1000 ABS,2011 Kawasaki Ninja 1000 ABS,2011,5a744b18d2ee991a0f8bad5e2799169edd4a666f32dd09180dcb374722f0bfa4,8990,20,Sport Touring,9599,1043
Kawasaki,Ninja 1000 ABS,2013 Kawasaki Ninja 1000 ABS,2013,5743b09674a8ee97fac17729ba68fd4ccb9ed6fbd3a2499e925264ea5fa29a09,8690,20,Sport Touring,31823,1043
Kawasaki,Ninja 1000 ABS,2013 Kawasaki Ninja 1000 ABS,2013,f4af2a52da51fe69d52eac60d008155c550207180466255e07d31677949c319f,9990,20,Sport Touring,10892,1043
Kawasaki,Ninja 1000 ABS,2012 Kawasaki Ninja 1000 ABS MY13,2012,76179dbff88bd3043830a8021e2e6f1179c87261560b2c2e1b2e2436f525d6e0,9000,10,Sport Touring,10474,1043
Kawasaki,Ninja 1000 ABS,2017 Kawasaki Ninja 1000 ABS,2017,8b61e4a26e064f2b4dd7526b3f84fc37b7f289f65b796bda14525cf3b60bb60e,10000,5,Sport Touring,12000,1043
Kawasaki,Ninja 1000 ABS,2018 Kawasaki Ninja 1000 ABS MY19,2018,ce8c280560a21f3d324a04551f8657b66211bd43cf00bbdae46268af1f7f99d5,15490,21,Sport Touring,100,1043
Kawasaki,Ninja 1000 ABS,2015 Kawasaki Ninja 1000 ABS MY16,2015,6dc69f432d1037982e1263b0c7e94401c3f17c62c4d90d515ccab91753c45eed,9980,9,Sport Touring,8500,1043
Kawasaki,Versys 1000 ABS,2015 Kawasaki Versys 1000 ABS,2015,a109fe1d011a94a458d814905cb60a4ed0eb74e8520a1b7074a8075788a82760,10000,8,Adventure Sport,15711,1043
Kawasaki,Versys 1000 ABS,2016 Kawasaki Versys 1000 ABS,2016,2824f49713eaf24330a76331a55e988ee05c0d18f85d20190e9aabbb439088be,13290,20,Adventure Sport,13252,1043
Kawasaki,Versys 1000 ABS,2018 Kawasaki Versys 1000 ABS,2018,6f4ef78569583861614cdd001e2f69f90ff3ef02f559cf2b2dcfd30e28d62e8e,23488,20,Adventure Sport,,1043
Kawasaki,Versys 1000 ABS,2012 Kawasaki Versys 1000 ABS,2012,2fec8c5e57739939dcd8cf7a88d6eba1aec22e0e344a5f19f80f0388b9875e86,8500,10,Adventure Sport,31000,1043
Kawasaki,Versys 1000 ABS,2016 Kawasaki Versys 1000 ABS,2016,b071ba0a5fb6b71d551fd98c403eebd9670b598442b93187d7d2f2f5d5212e6c,13990,20,Adventure Sport,3235,1043
Triumph,Sprint GT,2013 Triumph Sprint GT,2013,1655f2c0cf00aca0ca9601d7b8f8d09ef81947668cec44b5051c4b41e95b2341,9350,12,Sport Touring,9114,1050
Triumph,Sprint GT,2010 Triumph Sprint GT MY11,2010,0be1fb1ddffdc01bf88a87f5ce298ba744d8d1aea3b57d90059c21396aa2f92a,7490,15,Sport Touring,32063,1050
Triumph,Sprint GT,2012 Triumph Sprint GT,2012,ed8072763fcdd3a7f0aad6d064de8baae889d0fb8c2cfa5ca51bef0f46cb4ebd,7490,30,Sport Touring,56348,1050
Triumph,Sprint GT,2014 Triumph Sprint GT MY15,2014,143aeb2fbe5a4066193ec9c7425fe03ba1f4b38b1daaf2f438630dd8d58971f3,9800,14,Sport Touring,26917,1050
Triumph,Sprint GT,2011 Triumph Sprint GT MY12,2011,00f6856b9a01065b995ed7ffb34ad671c5c4dac69560ae1b6ff2431e54941c70,6690,7,Sport Touring,29865,1050
Triumph,Tiger Sport,2013 Triumph Tiger Sport,2013,a0ef5763c7bad5538b2ef5530401c8f0e3e70faebe18a32c97bca399b697ede2,7000,3,Adventure Sport,75000,1050
Triumph,Tiger Sport,2014 Triumph Tiger Sport,2014,c6587e915096b01e35bfa7bf0a7d00119fdc3b1929e0315677c06def8f2dd533,10890,26,Adventure Sport,27644,1050
Triumph,Tiger Sport,2018 Triumph Tiger Sport MY17,2018,c8a67f1ff9646adc72a3231ce2d6ed58b7fe9ad84e56204f7c1b7567d19d9af1,19990,18,Adventure Sport,97,1050
Triumph,Tiger Sport,2016 Triumph Tiger Sport,2016,7aa64ba1517f077f713b6868d9fc696a8ae7c880973cbde680cfc157b9dc230c,12990,26,Adventure Sport,33545,1050
KTM,1050 Adventure,2015 KTM 1050 Adventure,2015,ad3630ee1bd4496c4854885eae72bc680e5c9c6add8f96e6c65deca3a61d260c,12950,12,Adventure Touring,17340,1050
KTM,1090 Adventure,2017 KTM 1090 Adventure,2017,6b6e3ed2759c5b8717b40b0fcf6f4b989b11b96ba35c2aab0a7f433980031141,16490,13,Adventure Sport,1600,1050
Triumph,Speed Triple R,2014 Triumph Speed Triple R,2014,5887bfd4751cff658292ea0c2b8f17150cafd9af84e9f34c2311ae34f393a300,11250,9,Naked,36000,1050
Triumph,Speed Triple R,2017 Triumph Speed Triple R,2017,19cbc262a75df83c72c745795629625d7410066ac6a6359b2f900bc4339ed8e2,18000,12,Naked,3253,1050
Triumph,Sprint ST 1050,2005 Triumph Sprint ST 1050,2005,74019d20dbb37ca78eef89edeffe83697522817afe6ba96db8361838519fbde1,5400,6,Sport Touring,51015,1050
Triumph,Sprint ST 1050,2010 Triumph Sprint ST 1050,2010,43ab9171003a9019efe462cd383d7964f592ee6d2110f3033fe234073c05b43a,7750,16,Sport Touring,30000,1050
Triumph,Sprint ST 1050,2008 Triumph Sprint ST 1050,2008,10f4e6111f1e97376647001f0eea5b5e26b6f8303cff7b0b184caa10c3f61773,6699,18,Sport Touring,21040,1050
Triumph,Sprint ST 1050,2008 Triumph Sprint ST 1050,2008,2c34a5e08f2823a9a725246824a63f5fc7506b393cfc491f6dfedddd78b8b749,5222,15,Sport Touring,29497,1050
Triumph,Sprint ST 1050,2005 Triumph Sprint ST 1050,2005,91e166522fd77bbdbbc260cebd5078ad59ed95bfe07e32d011feaa9097a00d88,4990,28,Sport Touring,43271,1050
Triumph,Sprint ST 1050,2008 Triumph Sprint ST 1050,2008,7b0320c3bd46dbb7f25ce94c893d01fc6fded74521e8df6ded7fd8a6a890cd6b,5900,7,Sport Touring,44823,1050
Triumph,Sprint ST 1050,2010 Triumph Sprint ST 1050,2010,bc08ecd4639531504bb9a5dcde5ea5aad9e242581626beff84d36fca22346de5,7500,4,Sport Touring,33293,1050
Triumph,Sprint ST 1050,2008 Triumph Sprint ST 1050,2008,8e25263c78c1d00429868e33ad541a0f1624cc467343bcdcea470bf6cbb11f9e,5500,3,Sport Touring,21000,1050
Triumph,Speed Triple 1050,2012 Triumph Speed Triple 1050,2012,43d49e9bc268bf98736eef7e524e4eb44b0851b3402aae7ff248b1107a6d092e,8000,11,Naked,33000,1050
Triumph,Speed Triple 1050,2008 Triumph Speed Triple 1050,2008,6c91ccd40cfd143f51cf1413c216f2057332467fbb2d113e3f21bf7a1c27c0b9,8500,5,Naked,24400,1050
Triumph,Speed Triple 1050,2007 Triumph Speed Triple 1050 MY08,2007,8e944cc59252603d25d5336ddb7e1fffe71f6f908c8ec47c93d14343e7c354fa,7500,5,Naked,22240,1050
Triumph,Tiger 1050 SE ABS,2013 Triumph Tiger 1050 SE ABS,2013,e305dc3754b4389cf0c3995e81e510c447383eeb9ce5d703dd6d44de20d63eaf,9200,11,Adventure Touring,28200,1050
Triumph,Tiger 1050 SE ABS,2012 Triumph Tiger 1050 SE ABS,2012,2f5d8ff17c04a5ed5a90d55422a3677d96ea6094f9da309dd1f2722397808bd5,6500,10,Adventure Touring,72040,1050
Triumph,Tiger 1050 SE ABS,2012 Triumph Tiger 1050 SE ABS,2012,7f881ad9d472f6a383721d9984c3a71b9dde125f78a1c3fb3868af807cc5ed5c,7100,14,Adventure Touring,43600,1050
Triumph,Speed Triple SE 94,2015 Triumph Speed Triple SE 94 MY16,2015,bf4d5e425c4d11eb162897d1f23a1dee7257caee9982a1899cce3a6685dd8993,14990,16,Naked,227,1050
Triumph,Speed Triple SE 94,2016 Triumph Speed Triple SE 94,2016,07e837bdfcd106b627a7aba7922708fb09f918902f56a126f8235e7df00b12d4,13000,5,Naked,10500,1050
Triumph,Sprint ST 1050 ABS,2009 Triumph Sprint ST 1050 ABS,2009,7e4de5afd774d6fdf243208a1fea3af918cb3723b5ce1cfdc55b621f79fefd8e,5800,5,Sport Touring,23000,1050
Triumph,Sprint ST 1050 ABS,2006 Triumph Sprint ST 1050 ABS,2006,97f568e21af458f5a498c6651d38123c2fa27f67d645e202cd6b658899641f6b,6295,16,Sport Touring,19034,1050
Triumph,Speed Triple RS 1050,2018 Triumph Speed Triple RS 1050,2018,10e36b4692025be4d5dcb97b406d7a52909554f2bb0cdc0c3dc9a2e185c66c4c,22900,19,Naked,903,1050
Triumph,Speed Triple RS 1050,2018 Triumph Speed Triple RS 1050,2018,3c986d27a226edc06d6fcc13ee3051998f7e159c41023087cbcaa20e7c7240af,22490,20,Naked,1266,1050
Triumph,Speed Triple 1050 ABS,2013 Triumph Speed Triple 1050 ABS,2013,f6c47689782c4f65ee9d540045b0564b94c50844a9ba87a7a8cae30320f031c7,10750,7,Naked,19000,1050
Triumph,Speed Triple 1050 ABS,2012 Triumph Speed Triple 1050 ABS,2012,af43357d14c5b6d3f318aade0b9fc8466b8617808742d9ba858a4be79f71dfd3,10999,6,Naked,4500,1050
Triumph,Speed Triple 1050 ABS,2011 Triumph Speed Triple 1050 ABS,2011,45b59bc8a209769478ecd529220c5d72775b386f451acc982b616b8839dc9ba5,11000,5,Naked,7127,1050
Triumph,Speed Triple 1050 ABS,2012 Triumph Speed Triple 1050 ABS,2012,527c17d0e0814cadc8232f2629931cc0def8ab1a7c59f0364371e8e59d24ef9d,10500,15,Naked,10500,1050
Triumph,Speed Triple 1050 ABS,2011 Triumph Speed Triple 1050 ABS,2011,69a5eedc3e52ea41d505e54bd5221991161d2d7320c5b6b45b1a466a9fbade16,10000,10,Naked,23400,1050
Kawasaki,GPz1100 (ZX1100),1983 Kawasaki GPz1100 (ZX1100),1983,0ff324511fb74637c7d503b95108274e9c178012b1453745c4efb6c288a5cbd7,5495,15,Sport Touring,57534,1052
Kawasaki,ZRX1100  (ZR1100),2000 Kawasaki ZRX1100  (ZR1100),2000,56ae6a9d542329daac7aaea4f1092257d51fba1fc1b6d2963a72c523d6a9bea5,4750,9,Naked,62250,1052
Kawasaki,ZZ-R1100  (ZX1100),2000 Kawasaki ZZ-R1100  (ZX1100),2000,2ff412f6836ae86c05b8f6815074b24d1b0172f7c86aa554981fd094c508db78,3100,5,Sport Touring,103246,1052
Kawasaki,ZZ-R1100  (ZX1100),1992 Kawasaki ZZ-R1100  (ZX1100),1992,4bd52aae1e994fb0d348fa6a645c9216dfa51139339d95c1c76b22f192f9a482,4990,10,Sport Touring,105806,1052
Yamaha,Virago 1100 (XV1100),1997 Yamaha Virago 1100 (XV1100),1997,c3f02f5b7e5648195efcd83362f2c8781417bcfb2a9b6d2022001990e23de7d0,3500,5,Cruiser,63875,1063
Yamaha,V-Star XVS1100 Custom,2007 Yamaha V-Star XVS1100 Custom,2007,107e787b9812b253c198d41fb4bc72579adabdaee54f31ca899c72298ff6b0df,8290,27,Cruiser,14861,1063
Yamaha,V-Star XVS1100 Custom,2011 Yamaha V-Star XVS1100 Custom,2011,89f17580730f13cf9cb50d778d8a657837666ac1bba32b4c5a3ee455318dc766,6488,22,Cruiser,33821,1063
Yamaha,V-Star XVS1100 Custom,2008 Yamaha V-Star XVS1100 Custom,2008,c2827a24950ef7f744a9c9596affeef894f203f1347fb8afb79a9c9ca3060197,6500,8,Cruiser,11000,1063
Yamaha,V-Star XVS1100 Custom,2008 Yamaha V-Star XVS1100 Custom,2008,1ad50cd63f95328b86d21127380444ce973e81f1aa97ceb963aa9d97d7d9e9ec,6750,5,Cruiser,49000,1063
Yamaha,V-Star XVS1100 Custom,2006 Yamaha V-Star XVS1100 Custom,2006,2b884b3c6312482affc418a12cd5b90ff86063a7ccea384b98647b9bc86448e0,7000,5,Cruiser,16078,1063
Yamaha,V-Star XVS1100 Custom,2008 Yamaha V-Star XVS1100 Custom,2008,d65547c4d369e120d4f7d2ba048f7b88dce8dd75c088fea0c21825b60b998e8b,5999,0,Cruiser,59255,1063
Yamaha,V-Star XVS1100A Classic,2011 Yamaha V-Star XVS1100A Classic,2011,c1d10ccf43a8cb7c0ca8cdab1e2117777ebd1663d308b1f2f597b098a8d18e04,7250,9,Cruiser,36500,1063
Yamaha,V-Star XVS1100A Classic,2008 Yamaha V-Star XVS1100A Classic,2008,13465ea20303a95becc456bed303ddb76927ada2cc3cde57ca4dccd5a67683b5,12500,6,Cruiser,4200,1063
Yamaha,V-Star XVS1100A Classic,2006 Yamaha V-Star XVS1100A Classic,2006,4cf3a689cd00e035aacce20eb2d08c6679ca9357923a68e7a30ec12ffab39a29,7990,21,Cruiser,4853,1063
Yamaha,V-Star XVS1100A Classic,2007 Yamaha V-Star XVS1100A Classic,2007,1485408b298ba20f1568ebcfc84e6ab96cb5339e1124e128adb0f1dd05f55401,5650,3,Cruiser,12000,1063
Yamaha,V-Star XVS1100A Classic,2010 Yamaha V-Star XVS1100A Classic,2010,ae8881c26abcd144a8e9cd5145f765183eb468999789fa5f1218306a87cd6c3b,8500,9,Cruiser,11027,1063
Yamaha,V-Star XVS1100A Classic,2001 Yamaha V-Star XVS1100A Classic,2001,8eea77c616c8bb253f23af889ab92f47a3e6f674d645ee79b462b48085c0d1d8,10500,8,Cruiser,47000,1063
Moto Guzzi,Breva V ST1100,2005 Moto Guzzi Breva V ST1100,2005,da536b92919b42c2364a5ba34108e782abb91616bb5de41e57cd89bfcb7c6ca8,3600,4,Sport Touring,77504,1064
Moto Guzzi,1100 California,1997 Moto Guzzi 1100 California,1997,e0db7e8806db76513adb05a4ac0d7e70743e8495a13e40702939539dd90015c9,10000,8,Cruiser,124434,1064
Moto Guzzi,California EV 80th,2002 Moto Guzzi California EV 80th,2002,4eb60a463ccf48ff9241c11b556c7ca884281b44fab689ba8db05a379a2e022a,8000,11,Sport Touring,51000,1064
Suzuki,GS1100G,1982 Suzuki GS1100G,1982,4b83ed6650cdbf88f31dfb36e87229054c2d24da95ee62f87d30eef8dfff5f05,4999,5,Naked,18669,1074
Suzuki,Katana 1100 (GSX1100S),1984 Suzuki Katana 1100 (GSX1100S),1984,517b9fab8f52f83a8bc4742d883a5602d1680dd521ff3b182f4cca6532f6660c,14750,9,Sport Touring,25050,1074
Suzuki,Katana 1100 (GSX1100S),1982 Suzuki Katana 1100 (GSX1100S),1982,81561b1707bf4af399dea227a93694e13f8d9662543eb7d73e43a9d56d662570,13800,11,Sport Touring,51989,1074
Aprilia,Tuono V4 1100 RR,2018 Aprilia Tuono V4 1100 RR,2018,6b574c4eb7fffcc16e6b7c47d22d8854da4f58dcdb8ac605a4a66d80c822e280,24990,5,Naked,885,1077
Aprilia,Tuono V4 1100 RR,2016 Aprilia Tuono V4 1100 RR,2016,ec9e82be81173574b04107ce8a7c16ab149c6f6e46527a112a646aa62ae296f5,16500,8,Naked,8800,1077
Aprilia,Tuono V4 1100 Factory,2017 Aprilia Tuono V4 1100 Factory,2017,2130e93af208404bc5cfdfd45ddc2e68edf9f6c4e360107f99b7da42af222013,20500,8,Naked,1207,1077
MV Agusta,Brutale 1090,2015 MV Agusta Brutale 1090,2015,6a7b2c0e646c7b93b82f1d0974dc7033d6aa39103185b4bbab604343c4b916fa,14999,9,Naked,16661,1078
Ducati,Monster 1100,2009 Ducati Monster 1100,2009,7814980e943a9f0fe5352413ed7c000dc6efaa02664830205f5e2bbbde66390e,9000,15,Naked,31186,1078
Race Bike,Pierobon X60R,2018 Race Bike Pierobon X60R,2018,471a9c19560e901fc7f5590d439ea3dadcbbc9435f4e213c5badd4b9c253e88f,25000,5,,,1078
Ducati,Monster 1100 S,2009 Ducati Monster 1100 S,2009,49037378aab38dbc4d850fcdf1b3544b13bad2cc9b3fec2d606f3b3649088d8b,11990,15,Naked,22000,1078
MV Agusta,Brutale 1078 RR,2009 MV Agusta Brutale 1078 RR,2009,dc8837a157eda2b19332d0a6d958995a5e8d33ff6d54b63cdecf0e8aad722e88,9500,6,Naked,30500,1078
MV Agusta,Brutale 1090 Corsa,2014 MV Agusta Brutale 1090 Corsa,2014,694155973d983072767bde51e91ee3e6ffc4562cf90a89e58ffb4d5ab80472cd,21000,14,Naked,2789,1078
MV Agusta,Brutale 1090 Corsa,2014 MV Agusta Brutale 1090 Corsa,2014,484c6550d4b13db444992cf0120ea25b4cb62ad357f49e9820d5bbfb781d3a68,21000,5,Naked,10000,1078
Ducati,Monster 1100 Evo ABS,2012 Ducati Monster 1100 Evo ABS,2012,01edea8acf952155d6fef31ee536884097fe9dd5a6403b6854fcd9099900b82f,10990,9,Naked,20368,1078
Ducati,Monster 1100 Evo ABS,2013 Ducati Monster 1100 Evo ABS,2013,ef9d1af8574ccf883a7c75a14b1567880aa92e94474ee93cdf1c4460a640cc17,13500,18,Naked,3050,1078
Ducati,Monster 1100 Evo ABS,2013 Ducati Monster 1100 Evo ABS,2013,67ce58ec70c67119aee7b2364ef3ec11e322300da59b579d63bcac047677b061,12500,6,Naked,7758,1078
MV Agusta,F4 CC (Claudio Castiglioni),2007 MV Agusta F4 CC (Claudio Castiglioni),2007,17586449a89435b046faf0d5452c95449e2c8ffa7870fbe941d331e71af9e8a9,83000,10,Super Sport,100,1078
Ducati,Scrambler 1100,2018 Ducati Scrambler 1100,2018,fcbe8fa9ddf50a8c8aeb565487ef1c2509c529998915553091136e089fb34d25,17990,7,Adventure Sport,600,1079
Ducati,Scrambler 1100,2018 Ducati Scrambler 1100,2018,5b3b972512c767ae1cec8d6c0ad394cec735b703e26e7d38ce9eedd2172e29de,17990,7,Adventure Sport,500,1079
Ducati,Scrambler 1100,2018 Ducati Scrambler 1100,2018,04f7a3f91e7a2e89e049341dd198cbd394b7e7fa6ef77f5d1c82a9ebc6f76615,18490,23,Adventure Sport,100,1079
Ducati,Scrambler 1100 SPECIAL,2018 Ducati Scrambler 1100 SPECIAL,2018,fbd91f227ece27669ad261db55f6535a0ed66642b4c2cf100cdf2e0678b88a38,19990,10,Naked,1887,1079
