brand,model,name,year,unique__id,price,number_images,body_type,km,vehicle_engine
Honda,CBR500R,2013 Honda CBR500R,2013,24b8c6fa184b2686c375f8699be589ca7e86410c152521b5f2910c8542f95057,4500,12,Super Sport,38581,471
Honda,CBR500R,2013 Honda CBR500R MY14,2013,c3d3bf1120f167c61c3546690a8b0b23b1dda33ecbdd34eec4820325094d3ce9,5500,9,Super Sport,8162,471
Honda,CBR500R,2015 Honda CBR500R,2015,ffc38f34a0ccc9e3b9a6ab34cfac10a17138ed8a86fe17279597c171081397f0,4800,5,Super Sport,18000,471
Honda,CBR500R,2015 Honda CBR500R,2015,bedab96f41cf8a67649d584dec134c4ece526abc014219ee177ac77ac92dd5fd,6290,20,Super Sport,21891,471
Honda,CBR500R,2013 Honda CBR500R,2013,564fbc1db7f4c52044ae2c59b2ad8616c81721e187bf8a774f89642a08411505,4000,0,Super Sport,28000,471
Honda,CBR500R,2013 Honda CBR500R MY14,2013,7f16f7b2f9e4ce7b3d95b29ea1a38f3a1663bf22603ca73a48879bdc88315a2b,4999,21,Super Sport,18316,471
Honda,CBR500R,2014 Honda CBR500R,2014,f95eb368c7397509ff361b0116491940fd09ff49666d6bbbf815107e5d52119d,4950,10,Super Sport,13500,471
Honda,CBR500R,2014 Honda CBR500R,2014,8e3c45ddc571bd9fb5fac74a89421a8f646f36076734039f887aaaf730f7b56a,4400,8,Super Sport,14000,471
Honda,CBR500R,2014 Honda CBR500R,2014,aefc7417ce7253f3708f5240acaf5969197ce298ab95d58f2a9e0f1295e90776,5990,27,Super Sport,15565,471
Honda,CBR500R,2013 Honda CBR500R MY14,2013,91175a7e50ea5782e9a91e9ac201815d78f88db5da0ec6437d8ec3749bb13744,4500,4,Super Sport,10805,471
Honda,CBR500R,2014 Honda CBR500R,2014,14cf50fa89a9a1797773efec9746a52eabe7453a58f112dfa570889ca7989ae8,5990,20,Super Sport,3054,471
Honda,CBR500R,2013 Honda CBR500R,2013,2fcbf481e6a012069cf8c8c88259a562024bb4c33db342648e5348c32bfa7332,4900,6,Super Sport,45000,471
Honda,CBR500R,2014 Honda CBR500R,2014,ad287a2ec13a3feb2e19bcfb121268603f2a3547a90d6f7c67d48a84d5dccd41,4500,5,Super Sport,4869,471
Honda,CBR500RA (ABS),2015 Honda CBR500RA (ABS),2015,7dfc261b2d936db97d5ba5960b9db38ffc3561c6a519267a61368215afa26cd2,5490,9,Super Sport,9745,471
Honda,CBR500RA (ABS),2015 Honda CBR500RA (ABS),2015,8667920fc8d216b4280a8ac074f9319415e6375a5c1a9701c0113063dd9510de,5200,5,Super Sport,5592,471
Honda,CBR500RA (ABS),2015 Honda CBR500RA (ABS),2015,3f5442644a37d46175f2545ccf9c113b295ff1967043ab17ec00dc21b3fba08f,4999,7,Super Sport,16600,471
Honda,CBR500RA (ABS),2015 Honda CBR500RA (ABS),2015,2ae818511ba2ba2b51a2560d584a2c5216ed5dd6113c7173eaa94ddde2b0e428,5400,11,Super Sport,17000,471
Honda,CBR500RA (ABS),2016 Honda CBR500RA (ABS),2016,b4ac242cfbcd3e9550506d617d86325cfb5b025abba30dd8a7e42fea453c927f,6790,20,Super Sport,4160,471
Honda,CBR500RA (ABS),2015 Honda CBR500RA (ABS),2015,4298416595e8b7f2e1c9b3c0e16acacc69db52882c254f52cad0ce9b05a89ea1,5500,6,Super Sport,16030,471
Honda,CBR500RA (ABS),2013 Honda CBR500RA (ABS),2013,f9c24328fe831e89f0323859430a4be92070665059cabc1cf9edea6efeac0d2a,5990,20,Super Sport,18177,471
Honda,CBR500RA (ABS),2013 Honda CBR500RA (ABS),2013,4767f2f6ef2a54f0e0674004f6f42433a9f76e6fac49fb6aa6d7f11ca2f4a7d3,4990,9,Super Sport,12750,471
Honda,CBR500RA (ABS),2018 Honda CBR500RA (ABS) MY17,2018,fbd47c2e5bbcdc69b83f41b7c93f9508c5d3f15ee6ee4c06e253f4d57c289143,7999,21,Super Sport,100,471
Honda,CBR500RA (ABS),2016 Honda CBR500RA (ABS),2016,72cfc64315afca7c274a8c95b8175a86a3731fc8f466f2206efb630b68c99f02,5988,6,Super Sport,20563,471
Honda,CBR500RA (ABS),2014 Honda CBR500RA (ABS),2014,8743948be1c22e43de9ab47a5c664aa4064cb74534d5574b29bc9b50ff74db27,5990,20,Super Sport,7983,471
Honda,CBR500RA (ABS),2016 Honda CBR500RA (ABS),2016,aa0fa3b49e593f0c9843186d879254e87f4094700d7aee1a6cb17b1d76cb66e1,5100,6,Super Sport,11000,471
Honda,CBR500RA (ABS),2016 Honda CBR500RA (ABS),2016,bdb96b90e298db1f619350c20e366a116fe1b96264d1ce690605e86dda93a3d3,6990,33,Super Sport,8713,471
Honda,CBR500RA (ABS),2016 Honda CBR500RA (ABS),2016,dc217607d8010b820db845782d75f6b5c8e33a9766baa07cc2554c6bc6dfad8d,5000,7,Super Sport,2943,471
Honda,CBR500RA (ABS),2016 Honda CBR500RA (ABS),2016,9a8260f9392daa9893c3a9b3cd21e6b40bd1e534eb849c8dbbf56eb06f9a2b7f,5800,9,Super Sport,500,471
Honda,CBR500RA (ABS),2014 Honda CBR500RA (ABS),2014,bc2993fa7a49eaf7508ac8427a44bf5996bb045bdc1492806f58b2f4d0abfc5b,4999,5,Super Sport,14200,471
Honda,CBR500RA (ABS),2014 Honda CBR500RA (ABS),2014,e840f62f9465a9a4c605fec4757105536d963088fa54ad99e2544eb7e0e47af9,4800,3,Super Sport,16670,471
Honda,CBR500RA (ABS),2016 Honda CBR500RA (ABS),2016,a7856037e0194b8a6b2d115f57515b08e4c628c8eee1fe4a6ccb20473097ec99,5250,5,Super Sport,13998,471
Honda,CBR500RA (ABS),2014 Honda CBR500RA (ABS),2014,37de0e8d2487120f5c03dc6c988998edf65cee3032f1d85e753765777b21c193,4499,5,Super Sport,9990,471
Honda,CBR500RA (ABS),2013 Honda CBR500RA (ABS) MY14,2013,47ebbca2e1022eca87b47d2851f3e7a19a82d66e81799921d355475f7b760b8c,5250,4,Super Sport,17812,471
Honda,CBR500RA (ABS),2016 Honda CBR500RA (ABS),2016,f1ef062d016ec0a814264382614c0431c2393f0e5768c20cfa41bb07ebb50d28,6499,23,Super Sport,16349,471
Honda,CBR500RA (ABS),2013 Honda CBR500RA (ABS) MY14,2013,deaf38f1ef86e1975a3e81d9e5931d4a17e632496550c9d940481737c664ccf5,4999,12,Super Sport,10353,471
Honda,CBR500RA (ABS),2015 Honda CBR500RA (ABS),2015,ff410fe0ffc10b18c4290fb9530c69bcd4e980802b37eb65f1e36203210bc362,5950,15,Super Sport,6760,471
Honda,CBR500RA (ABS),2016 Honda CBR500RA (ABS),2016,a5c44b47cf3bf18ec5d49a8430429031515b54d032a22e097ca2dd83aeb753cf,5990,11,Super Sport,3500,471
Honda,CBR500RA (ABS),2018 Honda CBR500RA (ABS) MY17,2018,591f649a69f9bae9b20bcfe5c10a0e45d3f9971e36f999f0615d982359463747,5500,11,Super Sport,7940,471
Honda,CBR500RA (ABS),2018 Honda CBR500RA (ABS) MY17,2018,7e279e2f8d6b35cc7e5027c83f0762676fc92aaa757ee1095cd26d2816e242e8,6799,20,Super Sport,3366,471
Honda,CBR500RA (ABS),2013 Honda CBR500RA (ABS),2013,bfee1f2090b598adecdea03abf2471569df0d09f01dec31bb20dd6b145bde4e5,5500,8,Super Sport,6000,471
Honda,CBR500RA (ABS),2013 Honda CBR500RA (ABS),2013,f9e73d5b1350e11d6919ca3fda9f9c0f021aed1495c499bd8f436fb269194bb7,4990,20,Super Sport,33090,471
Honda,CBR500RA (ABS),2016 Honda CBR500RA (ABS),2016,22c9d2053ce3d6e237c46bd9edc2df7e87c223f345427c544f68df3757c88e39,6790,20,Super Sport,13135,471
Honda,CBR500RA (ABS),2014 Honda CBR500RA (ABS),2014,fee64f3451b23623d25ef3377f2c2c57eb35f930a1d493051fe4de0427575710,4950,8,Super Sport,7400,471
Honda,CBR500RA (ABS),2013 Honda CBR500RA (ABS) MY14,2013,5b63d65e4a1d53faad8b4d0e37d7f899e27fb7d0fad9d3634d371c9b03b69aa3,4700,9,Super Sport,17200,471
Honda,CB500F ABS (CB500FA),2013 Honda CB500F ABS (CB500FA) MY14,2013,3b46655b3f46bdf6e2be8b53cac1360925eb3724cb4a4a791311195e1fe05cb8,5000,1,Naked,13000,471
Honda,CB500F ABS (CB500FA),2013 Honda CB500F ABS (CB500FA) MY14,2013,6c1c0f36f2f2f5180a54c921ee88b8db83491eaf7f6eac0587308e75b17790dd,4800,15,Naked,27487,471
Honda,CB500F ABS (CB500FA),2016 Honda CB500F ABS (CB500FA),2016,651b6f8c71f508b5f981e2053c1e2be37b8702468207e6c3ad9f187f6051c775,6500,6,Naked,2604,471
Honda,CB500F ABS (CB500FA),2014 Honda CB500F ABS (CB500FA),2014,d6d483f2d8515dfe663a14d67d33b29b1f3f08ed619a744765f3330de959ffd4,6990,23,Naked,15583,471
Honda,CB500F ABS (CB500FA),2014 Honda CB500F ABS (CB500FA),2014,e68614753470ff3ffe92abcea341b5f586b88b2e96ae6f45dccc02a5161509ef,4900,3,Naked,7037,471
Honda,CB500F ABS (CB500FA),2014 Honda CB500F ABS (CB500FA),2014,41c9203acdbbe06b130d9c519839020ce00e746816b7b0de1339dfcd6dcf9fb2,5500,5,Naked,8100,471
Honda,CB500F ABS (CB500FA),2014 Honda CB500F ABS (CB500FA),2014,61466bd39aa8efa36b8bf28ec24601c9dface098f7d189cadde90ba64f751e91,4990,25,Naked,25800,471
Honda,CB500F ABS (CB500FA),2013 Honda CB500F ABS (CB500FA) MY14,2013,3daba3fe68f9509b027472364aec98cb2cf888360e680ed3ed1c7ae881e1c610,5700,11,Naked,19431,471
Honda,CB500F ABS (CB500FA),2013 Honda CB500F ABS (CB500FA),2013,eee86f2ee3fa914c115fda5e9f0cdd2d61020166f3a72a27d66427cb0b878744,5700,11,Naked,15361,471
Honda,CB500F ABS (CB500FA),2014 Honda CB500F ABS (CB500FA),2014,aef33debe73ec3cef1822c8f79dd0bf85ef925264594038f1eae9504d89496ba,5000,5,Naked,7100,471
Honda,CB500F ABS (CB500FA),2013 Honda CB500F ABS (CB500FA),2013,baad306deb79bbf17b064f5bb4ea9e831772636bab419a01d18dfe32a7759306,4000,8,Naked,12000,471
Honda,CB500F ABS (CB500FA),2014 Honda CB500F ABS (CB500FA),2014,e828fd03de3f00e65f9fa83f12354e296728d7e7dd956c05e42e1a1bcd8f1cea,5500,5,Naked,7834,471
Honda,TRX500FA7,2018 Honda TRX500FA7,2018,40bed6aa5926e8c5efb93233f294146b0e201a12601ae977503dc02e7b789aff,11500,5,Agriculture,2350,475
Beta,RR 480 Racing,2015 Beta RR 480 Racing,2015,2212146da93abd314cd0d035d6d7e0a99f1f5dc5c02fbd41d6ecd5baee5ed86b,8500,4,Enduro 4 Stroke,994,478
Beta,RR 480 Racing,2015 Beta RR 480 Racing,2015,48f0e9e30b7879a89a60829c8a1d7a0d460f08158e09d1f1ed2081d015e206ff,7000,15,Enduro 4 Stroke,1980,478
Suzuki,GS500,2009 Suzuki GS500,2009,2300bc18a647150da3d903f7934a1167230efe46220e4f792e9d870dda0415a2,2900,7,Naked,25880,487
Suzuki,GS500,2006 Suzuki GS500,2006,35686e21a07276f2f1a903358750d45715be4ac29d8fdc50d54db011a71fb660,2400,5,Naked,48000,487
Suzuki,GS500,2008 Suzuki GS500 MY09,2008,0b283e2ff81ba1ba3f9da882cfd7bbba888e834d46ad132e4e2cb03b1b7f444b,3000,9,Naked,30000,487
Suzuki,GS500,2002 Suzuki GS500,2002,d9b75767e3d28d38ce9511e3ccebd1300cbab9eb498460a1c7c3d559b1c2c591,3990,9,Naked,66714,487
Suzuki,GS500,2004 Suzuki GS500,2004,1d6935985a5af64281f8ee81697538f456dcf215aeff13168103dd0a706e752a,3490,7,Naked,12702,487
Suzuki,GS500,2006 Suzuki GS500,2006,b3525009cbb917b253761105e87ce5d41f45c57b0a75cc4684ab32ea2743eb74,2999,5,Naked,57034,487
Suzuki,GS500,2009 Suzuki GS500,2009,030221ea86e3bdeac9263dc436684801394d137325d3521970b5be04ef2b1b2c,1999,4,Naked,94000,487
Suzuki,GS500,2010 Suzuki GS500,2010,fca62c9a0fdb13f952b5d7fca352669a6e89699a67e979515712a114d660d2d7,3100,12,Naked,20848,487
Suzuki,GS500,2003 Suzuki GS500,2003,e55b9ec89fb6538ee0228d918f90843c8f8205f4c738003fbf11d4998752b4b9,4500,9,Naked,35000,487
Suzuki,GS500E,1996 Suzuki GS500E,1996,54a7006161d5f50fc3824d3a714af38c19264bd2700510746fe880683a9e8a9a,2200,12,Naked,43880,487
Suzuki,GS500E,2002 Suzuki GS500E,2002,1e0c90b27d3e112f158341a78f5296077308b43fdde502cdde85fdf18ddc6fb4,2000,6,Naked,32700,487
Suzuki,GS500F,2009 Suzuki GS500F,2009,5c4d4f1ca9f5fe66d65f7b8186a1eff884cc6bdeef70a1802916f77fdeef6432,3790,5,Sport Touring,20457,487
Suzuki,GS500F,2009 Suzuki GS500F,2009,9ef573c76e9c0a02ecb069679e4f7c42cc4b021a7dc335ed524a2dfd14ba2b63,4990,12,Sport Touring,12019,487
Suzuki,GS500F,2005 Suzuki GS500F,2005,b5fbf7a0e21310ebe446db75a4502c7a4577ccd750458cc7559e7b336257a1bf,3000,9,Sport Touring,27928,487
Suzuki,GS500F,2009 Suzuki GS500F,2009,a829bf685c4ebdd3a33cffbd6a58df2c0b7e6983dcef788c8e37d7bf44b3f103,3400,6,Sport Touring,15083,487
Suzuki,GS500F,2012 Suzuki GS500F,2012,23b6bf8eba3776e2f635c42c03e4ee8099ee1efac6dd122c8530889fe5f92f2f,4000,9,Sport Touring,12074,487
Suzuki,GS500F,2009 Suzuki GS500F,2009,39d53308be590a0bf11c75e4ac01d35f0b3ae88cf48d759402666ed86a5abb4d,2750,8,Sport Touring,17600,487
Suzuki,GS500F,2010 Suzuki GS500F,2010,79f5112faad9799c58cb1a18ed15d99384ad3ff8358a56f84b1fd175d28a2749,4490,22,Sport Touring,16035,487
Suzuki,GS500F,2004 Suzuki GS500F,2004,e7b0b330ba7c9d4d015a3eb00a6ec2c269b97e4b689d1e9c2a1077ff7cd1206e,2600,11,Sport Touring,28159,487
Suzuki,GS500F,2013 Suzuki GS500F,2013,f3fd9dd096ea437f0e81266330c3ad213a59213ba818c85fed2c0d3ebee69482,3800,10,Sport Touring,14980,487
Suzuki,GS500F,2007 Suzuki GS500F,2007,60331ad6fe9d2ed1ddd540c2437acfaf9c44345bde328c4a6c469e6e70703a9f,3200,15,Sport Touring,42600,487
Suzuki,GS500F,2005 Suzuki GS500F,2005,6e282731b79b89c9e737524fe2f603e19692d633dcadd0dea7a97706d703ec99,2250,5,Sport Touring,62741,487
Suzuki,GS500F,2009 Suzuki GS500F,2009,64b372b156fb5a1242251c3cace4201e24ab152c4017303ce0debe0392fbbe28,3300,3,Sport Touring,31200,487
Suzuki,GS500F,2011 Suzuki GS500F,2011,08e7fda8ab93ac479e63d5ee5575c20395cceaa422c481041c91a88fddcfeb62,4990,27,Sport Touring,12921,487
Moto Guzzi,V50 Monza,1983 Moto Guzzi V50 Monza,1983,3eccbbad55c4c74e4900e576b5b58725144a4f047cf793e869c21d2ea5d7b69d,8000,5,Naked,40093,490
Gilera,Fuoco 500ie,2008 Gilera Fuoco 500ie,2008,7cf18c67e2e87e362d5161edb2b187aba7235c94ce06aa6d51a0bbf222079796,3999,6,Scooters,27000,492
Piaggio,X10 500 Executive,2015 Piaggio X10 500 Executive,2015,e3c0984d6a978e13baee29801b79c685e48af748adc8155876ab0b1db0818507,999,7,Scooters,23000,493
BMW,R 51/3,1954 BMW R 51/3,1954,542d0477ca75d19b93de0bbc1457b1872c8465577d061d492a9348c3b6032274,20000,6,Naked,1500,494
Harley-Davidson,Street 500 (XG500),2017 Harley-Davidson Street 500 (XG500),2017,7c9f6c504117df9dcbc7d2cbd726a44924124f72cb8f723271e2f43559c30f61,8500,11,Cruiser,51,494
Harley-Davidson,Street 500 (XG500),2018 Harley-Davidson Street 500 (XG500),2018,fde2e3f9d256698c44251e7c78a4071dc6ef838e66168348a3eb02b0117758fe,7990,21,Cruiser,700,494
Harley-Davidson,Street 500 (XG500),2015 Harley-Davidson Street 500 (XG500) MY16,2015,b0c7d6094df262def08c84dd345a2d241f9c9f873a92c820153361c3b58e9953,8490,20,Cruiser,558,494
Harley-Davidson,Street 500 (XG500),2017 Harley-Davidson Street 500 (XG500),2017,a4c92e0b3295ae3755b85e65a181df58e415156eded46e79b9a31d7d1a0ec527,8850,13,Cruiser,1966,494
Harley-Davidson,Street 500 (XG500),2015 Harley-Davidson Street 500 (XG500),2015,2eb1435b379ae2b92c96ce405d176a15a1e3ae631d2126c93594bcf50f312f67,6990,31,Cruiser,17900,494
Harley-Davidson,Street 500 (XG500),2017 Harley-Davidson Street 500 (XG500),2017,e23f7a268c113fdaced38bc8719913ed53535c826da9b57536c1367afe6c9899,8499,23,Cruiser,5833,494
Harley-Davidson,Street 500 (XG500),2016 Harley-Davidson Street 500 (XG500),2016,20e1a5cd5d5a655d4882d89a1ca4b681a45cdf496166b5273a0720e99767e9a8,8999,24,Cruiser,5574,494
Harley-Davidson,Street 500 (XG500),2015 Harley-Davidson Street 500 (XG500),2015,1c4ebb7bc6c2380cb27e124512c23ec76b3f5a5565ce9dca07b5507d03367b67,7990,16,Cruiser,4565,494
Harley-Davidson,Street 500 (XG500),2018 Harley-Davidson Street 500 (XG500),2018,de2a93483a8a1633fb71a073d81745534bdf8246a84175628c2e5662b4d079d4,8230,6,Cruiser,5474,494
Harley-Davidson,Street 500 (XG500),2016 Harley-Davidson Street 500 (XG500) MY17,2016,0413fdc62ce06c8b67c8b473dbf929a94eaa98206691aa2a71e8af5e3e0f9ec8,6990,9,Cruiser,4500,494
Harley-Davidson,Street 500 (XG500),2015 Harley-Davidson Street 500 (XG500),2015,fd163b9b384381cb8366792ea85a0b1ea084092de4ea640285686b40ba30be87,8690,26,Cruiser,11610,494
Harley-Davidson,Street 500 (XG500),2017 Harley-Davidson Street 500 (XG500),2017,a7fc62d4f4e346ac78a554766f0f1b70676a7ff616b073cb051632183765a1bf,7990,7,Cruiser,7500,494
Harley-Davidson,Street 500 (XG500),2016 Harley-Davidson Street 500 (XG500),2016,8ef41a8eaa72b3436f21fe9d016458be0b2d63a2cb0ff7709c0982b47c822351,8499,23,Cruiser,18150,494
Harley-Davidson,Street 500 (XG500),2018 Harley-Davidson Street 500 (XG500),2018,36f4f0dea116a91fdaf8ae2ca9af63ea3fa7f1c348ca791979a77af727aa72b9,8999,26,Cruiser,11867,494
Harley-Davidson,Street 500 (XG500),2016 Harley-Davidson Street 500 (XG500) MY17,2016,623a18ef5c9d1ecde4d4c97231bfe91f00dbba1572b857c7e756e4a1544987bb,7490,30,Cruiser,2200,494
Harley-Davidson,Street 500 (XG500),2016 Harley-Davidson Street 500 (XG500),2016,475726a0c2c008ff4b20bb011d05ab905a3851f452ce460e7f6195087ad5a4cd,8500,6,Cruiser,3290,494
Harley-Davidson,Street 500 (XG500),2015 Harley-Davidson Street 500 (XG500),2015,873d9e1ee373b0bf7b6e92f24666b4a2b382497efcc59a1ca6c1df06e24c3d24,7500,8,Cruiser,4452,494
Harley-Davidson,Street 500 (XG500),2018 Harley-Davidson Street 500 (XG500),2018,45c26954c542db1d3f9b612e1d7c306bb84475d36aa169920245b49d899ecdc3,8990,24,Cruiser,462,494
Harley-Davidson,Street 500 (XG500),2016 Harley-Davidson Street 500 (XG500),2016,ec789cbfac9ec551e40f6723120af10e8202c545ff68cff9cec3abe57d79de1d,7000,5,Cruiser,1400,494
Harley-Davidson,Street 500 (XG500),2016 Harley-Davidson Street 500 (XG500) MY17,2016,c36889b509881083f9bc5faddab9a3f256b7cbfbb1d92c97fc158ec62ccad09a,7990,27,Cruiser,2863,494
Harley-Davidson,Street 500 (XG500),2017 Harley-Davidson Street 500 (XG500),2017,9befbb554497c38bbd8d7b5e932043c34f41e437cfd7efc7b2bee66f81cbea83,7999,21,Cruiser,5735,494
Harley-Davidson,Street 500 (XG500),2015 Harley-Davidson Street 500 (XG500),2015,0474939a74803f544a088427209201c4be9150fdb32046c118ff65468c4f7cd4,7999,20,Cruiser,503,494
Harley-Davidson,Street 500 (XG500),2018 Harley-Davidson Street 500 (XG500) MY19,2018,1cef3a93eb1c8e27a0dd0fae7915e4cf1312d33ac8cd4e2be3cde2aeb7d71a8f,7990,9,Cruiser,5951,494
Harley-Davidson,Street 500 (XG500),2015 Harley-Davidson Street 500 (XG500) MY16,2015,8143a56a6e5489ce54bfd7fea03dfb85f725f369515458fd0dd7bdcf11886c6f,7400,14,Cruiser,6200,494
Harley-Davidson,Street 500 (XG500),2016 Harley-Davidson Street 500 (XG500),2016,83cfc6f66d867e3c4e35679c2cc869cae8c94e8cfbbc71089c2c72001041675d,7490,20,Cruiser,19529,494
Harley-Davidson,Street 500 (XG500),2016 Harley-Davidson Street 500 (XG500),2016,27034ae15f54170cdfc655fe1afe1405682cb25326d26b1a5b846abf45ed9e31,8690,26,Cruiser,5215,494
Harley-Davidson,Street 500 (XG500),2017 Harley-Davidson Street 500 (XG500) MY18,2017,4e00a1c112589c1cdb69c3da164e533efe2865b482b1c57410f437b0f1a9738a,8890,30,Cruiser,1893,494
Harley-Davidson,Street 500 (XG500),2017 Harley-Davidson Street 500 (XG500),2017,d1132ead5573a0d56814cab49ec383a17d86558c0f4b213a9a5e7555dc8df8cc,7350,6,Cruiser,14487,494
Harley-Davidson,Street 500 (XG500),2015 Harley-Davidson Street 500 (XG500) MY16,2015,81f5c403ee6d7296ea7316aae12a90b7c7f9403c9bfade4bd2d70b39bc5beb93,6000,6,Cruiser,32000,494
Harley-Davidson,Street 500 (XG500),2015 Harley-Davidson Street 500 (XG500),2015,1b868dfec3e20f0701e8e2cd3ddad518d2dfa0d8d378d7e716e6f44ff3e2a9a0,6990,30,Cruiser,6761,494
Harley-Davidson,Street 500 (XG500),2018 Harley-Davidson Street 500 (XG500),2018,47df0a07ccd0ecf0c944c4d7796b27d9069a3df56d11f8435e7af8d1b90d24ad,8000,10,Cruiser,1350,494
Harley-Davidson,Street 500 (XG500),2015 Harley-Davidson Street 500 (XG500) MY16,2015,77d8778380c7b0aceaf716f4e528eb941899c2950783558ba2b9da0cbf50d1ee,8000,6,Cruiser,10285,494
Harley-Davidson,Street 500 (XG500),2016 Harley-Davidson Street 500 (XG500),2016,3d6db8a7b3940857981f638b5871751d4d20d6be80e4fb7ecf6e25b5864662c8,8490,20,Cruiser,5253,494
BSA,M20,1944 BSA M20,1944,1099895cb3205226de267fb8eed7640fa36e0b319839540e9c9f15d74379d0d7,12000,2,Vintage,2900,496
Honda,CX500 A,1982 Honda CX500 A,1982,e889f82b99f0e5cf8b931cef4329c76cd108d61d8fd8cf6d5979a01f1081c037,3000,6,Naked,98013,496
Ducati,500 SL (Pantah),1983 Ducati 500 SL (Pantah),1983,81c377e10b9f578c45294bf711dafbe7b8b0747421ae393f8cff9a67a59612cc,7500,4,Super Sport,42500,497
Matchless,G80,1950 Matchless G80,1950,8f5ca44c6b7d6896b5dd892a2d9579c8a318284d1ba7bdf3af50d6130250bfbc,13500,5,Vintage,1,498
Kawasaki,ER-5,2003 Kawasaki ER-5,2003,a4353be61a28de54f0331f8e6a5c5fa8ca8fdb15b4bf2e4e0f3e83b31297ed27,2850,5,Naked,48674,498
Kawasaki,ER-5,2005 Kawasaki ER-5,2005,5b2afd4be2309f71156e65c4d3e2a4a171d8732bbe7ae342fbb61b8d93e562df,3999,4,Naked,54606,498
Kawasaki,ER-5,2001 Kawasaki ER-5,2001,e3d7dec0828f6dc39ac5e98819b50440370fa248f10c325f195609e638c6b9b2,3000,5,Naked,46000,498
Honda,XL500,1982 Honda XL500,1982,1533cbafb0130ddce3da6d76c1022ac59479e82d15b6339547b3f7a96b7cbd8e,4000,4,Adventure Touring,31000,498
Yamaha,SR500,1983 Yamaha SR500,1983,9a8f660ec0a1b022d2987e0471891578d1c11e92f83b7c5bc11e428a1fc82887,7850,9,Naked,1538,499
Yamaha,SR500,1980 Yamaha SR500,1980,299f3ef6222c67f727b851633e2d7e19e6ee9af9af1fdc522240dde798e87279,5800,2,Naked,21200,499
Yamaha,SR500,1983 Yamaha SR500,1983,22c701ed9c70c50788243969e2d7820ea1ece4524b64461b319fb93db72a32e3,12999,25,Naked,8131,499
Royal Enfield,Bullet 500,2017 Royal Enfield Bullet 500,2017,9846703ddfb9be59a54f77b6ed4aee1fe98141fba3b63375b324dd1f3e8d7c1e,6000,8,Naked,14848,499
Royal Enfield,Bullet 500,2016 Royal Enfield Bullet 500,2016,071beee80412bd8f80fdb8beb6820467316a9fed981be9da4f1aa5826a8cb884,7990,25,Naked,948,499
Royal Enfield,Classic 500,2016 Royal Enfield Classic 500,2016,9808200f733add401cfb8cc9e6b7d10b455902ea3caf535123a1480c761a0e7b,5750,5,Naked,1100,499
Yamaha,TMAX  (XP500),2007 Yamaha TMAX  (XP500),2007,fb91d560ad1598c0581341a4b18c3673ae6dd75ce24320641e54f747f7505735,4300,7,Scooters,40196,499
Royal Enfield,Bullet C5 Classic 500,2010 Royal Enfield Bullet C5 Classic 500,2010,bb97d413d06469e2b97f3870a02899c0ca9812988f2ffcf921ecfc653cab0453,4500,8,Naked,27000,499
Can-Am,Outlander 500 MAX DPS,2013 Can-Am Outlander 500 MAX DPS,2013,c87502879bcb0525da3b6644541c56734d01b59a8e6ee8952ae4d61962526263,10500,10,Agriculture,,499
Benelli,TRK 502,2018 Benelli TRK 502,2018,739c547f86a9baaa1286f9652a6f7d7dedc374e925513dc00084f1bd827d39cb,6990,16,Adventure Sport,203,500
Royal Enfield,Bullet Deluxe,2005 Royal Enfield Bullet Deluxe,2005,d80d6de6b0141d2a9b6abca82cfb48f7209f0c14dadcee582d6aa0995ea80b31,6213,12,Naked,3236,500
Husaberg,FE501,2013 Husaberg FE501,2013,ef7731d3c1e000f525822d89585ffbe550a2052fd89e81847c3e8a5cf178186f,8000,6,Enduro 4 Stroke,2200,510
Husaberg,FE501,2013 Husaberg FE501,2013,79c03e29c2633a0dec2fbebf93f4a48dea0794bb7e44c633a7d54fc16a4851f8,6200,9,Enduro 4 Stroke,3725,510
Husaberg,FE501,2013 Husaberg FE501 MY14,2013,c6d76f8b651be3b5c0c557f9ca5f3edc6e424b0fd6f3dc3b806bb85f5d113243,8300,8,Enduro 4 Stroke,1400,510
KTM,520EXC,2002 KTM 520EXC,2002,87660d61cea9dbe993a257525ca80c5b914ab8653fa1ca638cce8216f0a79c37,2950,6,Enduro 4 Stroke,9000,510
KTM,500 EXC,2016 KTM 500 EXC,2016,59626ea42cfc72cdb454f101d2dba42a2f851c8b88fb8c4a2ccd4509d2e998b8,12500,15,Enduro 4 Stroke,644,510
KTM,500 EXC,2016 KTM 500 EXC,2016,97f7cc4753e88629f6d30ce7ea5883e85aed5719c9d4d3e0ecb469adb314cc2b,11500,10,Enduro 4 Stroke,,510
KTM,500 EXC,2016 KTM 500 EXC,2016,6121d24cf18de30e9d08df6a1a7f575b5dd064ad0e9b6adbab1d96749bef64ce,8500,5,Enduro 4 Stroke,3966,510
KTM,500 EXC,2014 KTM 500 EXC,2014,61f118912216f9bdcb414e9dc6f7d1c53cf35043716fade8aa3584aa461e9e8b,7000,5,Enduro 4 Stroke,9870,510
KTM,500 EXC,2013 KTM 500 EXC,2013,a44c48356c69f9d1693f34c04465fdc090939459356fdf57ade4f6fc73f4a12a,8200,5,Enduro 4 Stroke,4920,510
KTM,500 EXC,2012 KTM 500 EXC MY13,2012,b2b56a73a42645b35a9a05154adc94ce6633bbba4486bc8c3d7fdc2b0c739ffa,6900,9,Enduro 4 Stroke,,510
